player,market_value_m,position,current_club_id
Manuel Pablo,0.1,Defender,897
Lionel Scaloni,0.1,Defender,800
Juan Carlos Valerón,0.1,Midfield,472
Borja Fernández,0.1,Midfield,366
Rubén González,0.1,Defender,331
Esteban Cambiasso,0.5,Midfield,683
Valdo,0.05,Attack,6676
José Manuel Pinto,0.3,Goalkeeper,131
Juanfran,0.1,Defender,3368
Andrés Palop,0.1,Goalkeeper,15
David Navarro,0.1,Defender,3368
Carlos Marchena,0.3,Defender,897
David Albelda,0.5,Midfield,1049
Víctor Valdés,2.0,Goalkeeper,641
Fernando Navarro,0.1,Defender,897
Carles Puyol,1.0,Defender,131
Andrés Iniesta,0.8,Midfield,131
Thiago Motta,1.0,Midfield,583
Xavi,2.0,Midfield,131
Javier Saviola,0.5,Attack,276
Daniel Aranzubia,1.0,Goalkeeper,13
Carlos Merino,0.15,Midfield,7185
Carlos Gurpegui,0.5,Defender,621
Pablo Orbaiz,1.0,Midfield,2698
Toni Doblas,0.05,Goalkeeper,6195
Joaquín,1.5,Attack,150
Alberto Cifuentes,0.1,Goalkeeper,2687
Leo Franco,0.1,Goalkeeper,142
Ariel Ibagaza,0.2,Midfield,169
José Antonio Reyes,0.3,Attack,714
Antonio López,0.2,Defender,237
Pablo García,0.25,Midfield,128
Patxi Puñal,0.1,Midfield,331
José María Movilla,0.1,Midfield,142
Fernando Torres,2.5,Attack,13
Josemi,0.3,Defender,128
Alexis Ruano,0.475,Defender,1108
Duda,0.1,Midfield,1084
Ivan Leko,0.15,Midfield,498
Juanito,0.35,Midfield,6676
Albano Bizzarri,0.2,Goalkeeper,410
Mario Abrante,0.3,Defender,150
Óscar González,0.8,Midfield,366
David Aganzo,0.2,Attack,605
Pepe Reina,0.6,Goalkeeper,1047
Sergio Ballesteros,0.1,Defender,3368
Carlos Aranda,0.2,Attack,16795
Jorge López,0.5,Attack,157
Yossi Benayoun,0.25,Attack,379
Rodolfo Bodipo,0.1,Attack,897
Gorka Iraizoz,0.2,Goalkeeper,12321
Alberto Lopo,0.1,Defender,897
Raúl Tamudo,0.1,Attack,367
Nano,0.05,Defender,331
Carlos Kameni,0.05,Goalkeeper,36
Sergio García,1.0,Attack,714
Roberto Trashorras,0.2,Midfield,367
Rowan Vine,0.15,Attack,903
Abdurrahman Dereli,0.15,Defender,2381
Miguel Ángel Corona,0.2,Midfield,3302
Kees Kwakman,0.35,Midfield,132
Jeroen Verhoeven,0.05,Goalkeeper,200
Javier García,0.025,Goalkeeper,189
Gill Swerts,0.25,Defender,132
Salomon Kalou,0.15,Attack,44
Luciano Galletti,0.2,Attack,653
David Villa,1.0,Attack,13
Cani,0.3,Midfield,897
David Generelo,0.3,Midfield,1531
Fernando Soriano,0.2,Midfield,3302
Luis García,0.2,Midfield,1245
Simão,1.5,Attack,714
Carl Medjani,0.5,Midfield,2381
Marc Janko,0.4,Attack,449
Lluis Sastre,0.05,Midfield,5358
Rodri,0.25,Defender,367
Oier Olazábal,0.2,Goalkeeper,714
Rubén Martínez,0.2,Goalkeeper,331
Juanmi Callejón,0.15,Attack,2672
Jay Bothroyd,0.125,Attack,1039
Cristiano Ronaldo,10.0,Attack,18544
Emmanuel Cascione,0.1,Midfield,1429
Gianluca Grava,0.1,Defender,6195
Lance Davids,0.25,Midfield,204
Philipp Pentke,0.3,Goalkeeper,3
Selcuk Sahin,0.3,Defender,2323
Marcel Schäfer,0.5,Defender,82
Álvaro Rubio,0.1,Midfield,366
Dragan Paljic,0.3,Midfield,1304
Engin Baytar,0.05,Midfield,126
Michael Jakobsen,0.125,Defender,3426
Sito Riera,0.05,Midfield,6992
Serdar Özkan,0.025,Attack,589
Hakan Hacibektasoglu,0.1,Midfield,126
Olcan Adin,0.1,Attack,589
Florent Chaigneau,0.5,Goalkeeper,1158
Tiago Mendes,1.0,Midfield,13
Onur Tuncer,0.15,Midfield,589
Mathieu Valverde,0.15,Goalkeeper,1041
Kerim Zengin,0.25,Defender,1506
Arouna Koné,0.15,Attack,2381
Yakubu Aiyegbeni,0.15,Attack,3205
Andreas Lambertz,0.025,Midfield,38
Milan Obradovic,0.2,Defender,6414
Ekrem Eksioglu,0.3,Defender,6894
Sezer Öztürk,1.0,Midfield,6890
Sedat Agcay,0.075,Midfield,868
Orkun Usak,0.15,Goalkeeper,3216
Sedat Bayrak,0.2,Defender,820
Manu Lanzarote,0.15,Midfield,6676
Javi Martos,0.025,Defender,172
Josef Cinar,0.05,Defender,6894
Carlos Peña,0.175,Defender,366
Cesc Fàbregas,1.0,Midfield,162
Benjamin Fuchs,0.025,Defender,2293
Emmanuel Adebayor,0.25,Attack,3205
Jaroslav Plasil,0.5,Midfield,40
Gustavo Munúa,0.1,Goalkeeper,430
Sammy Clingan,0.35,Midfield,2553
Matthew Taylor,0.25,Midfield,379
Sébastien Grax,0.15,Attack,1095
Rui Fonte,0.3,Attack,3329
Ali Camdali,0.1,Midfield,2293
Marvin Compper,0.2,Defender,371
Sejad Salihovic,0.05,Midfield,41
Dele Adeleye,0.2,Defender,3690
Ólafur Ingi Skúlason,0.1,Midfield,1506
Ricardo Vaz Tê,0.1,Attack,7378
Allan McGregor,0.3,Goalkeeper,124
Mark Fotheringham,0.25,Midfield,2759
David Marshall,0.05,Goalkeeper,903
Rab Douglas,0.1,Goalkeeper,511
Paul Lawson,0.4,Midfield,987
Craig Beattie,0.3,Attack,2578
Shaun Maloney,1.0,Midfield,3008
Ross Wallace,0.4,Midfield,465
Rudi Skacel,0.1,Midfield,1519
Edú,0.5,Attack,65
Anatoliy Gerk,0.3,Midfield,11127
Olivier Deschacht,0.1,Defender,3508
Vincent Kompany,4.0,Defender,58
Oleg Yashchuk,0.2,Attack,520
Maarten Martens,1.5,Midfield,1091
Sherjill MacDonald,0.15,Attack,968
Steven Thompson,0.325,Attack,465
Chris Burke,0.275,Midfield,2553
Alan Hutton,1.0,Defender,405
Zurab Khizanishvili,0.2,Defender,3205
Hans Cornelis,0.2,Defender,520
Karel Geraerts,0.15,Midfield,172
Sergey Ignashevich,0.025,Defender,2410
Marat Izmailov,0.3,Midfield,16704
Dmitriy Loskov,0.05,Midfield,932
Birger Maertens,0.1,Defender,968
David Rozehnal,0.1,Defender,2861
Tim Smolders,0.2,Midfield,520
Stijn Stijnen,0.6,Goalkeeper,566
Pantelis Kafes,0.3,Midfield,2079
Tomas Hübschman,0.025,Midfield,660
Efthymios Kouloucheris,0.3,Defender,169
Athanasios Kostoulas,0.15,Defender,6676
Pavel Krmas,0.25,Defender,60
Stefanos Kotsolis,0.15,Goalkeeper,265
Sotiris Kyrgiakos,0.3,Defender,82
Konstantinos Mendrinos,0.1,Midfield,441
Nery Castillo,1.0,Attack,367
Anastasios Pantos,0.15,Defender,2671
Spyros Vallas,0.5,Defender,128
Christos Patsatzoglou,0.1,Midfield,2671
Oleksandr Shovkovskyi,0.2,Goalkeeper,338
Vitaliy Reva,0.2,Goalkeeper,9007
Georgi Peev,0.1,Midfield,4128
Oleg Gusev,0.5,Midfield,338
Oleksandr Aliyev,0.8,Midfield,2700
Maksim Shatskikh,0.2,Attack,6996
Artem Milevskyi,0.1,Attack,61825
Bosingwa,1.2,Defender,449
Bruno Moraes,0.15,Attack,2424
Ricardo Costa,0.1,Defender,2503
Hugo Almeida,0.05,Attack,2441
Ricardo Carvalho,0.1,Defender,162
César Peixoto,0.4,Midfield,2424
Paulo Ferreira,0.75,Defender,631
Dimitrios Papadopoulos,0.25,Attack,3060
Georgios Seitaridis,0.8,Defender,265
Giannis Arabatzis,0.05,Goalkeeper,5219
Sotiris Lyberopoulos,0.075,Goalkeeper,128
Vangelis Moras,0.1,Defender,4603
Konstantinos Katsouranis,1.0,Midfield,3060
Nikolaos Pourtoulidis,0.1,Midfield,47
Nikolaos Georgeas,0.1,Defender,2079
Brynjar Gunnarsson,0.25,Midfield,1032
Reto Ziegler,0.1,Defender,321
Veroljub Salatic,0.2,Midfield,28095
James McFadden,0.25,Attack,987
Almen Abdi,0.75,Midfield,1010
Blerim Dzemaili,0.1,Midfield,1025
Richard Chaplow,0.125,Midfield,180
Rob Hulse,0.25,Attack,1039
Michael Dawson,0.2,Defender,3008
Wes Morgan,0.4,Defender,1003
Michael Doyle,0.2,Midfield,2578
Isaac Osbourne,0.325,Midfield,465
Aykut Ercetin,0.1,Goalkeeper,126
Orhan Sam,0.05,Defender,820
Güven Varol,0.05,Midfield,3216
Umut Bulut,0.025,Attack,19789
Cagdas Atan,0.15,Defender,19771
Dani Fernández,0.15,Defender,653
Bernt Evens,0.2,Defender,520
Fabio Coltorti,0.2,Goalkeeper,23826
Daniel Fernandes,0.025,Goalkeeper,7185
Alexander Farnerud,0.1,Midfield,416
Jeffrey Rentmeister,0.2,Defender,968
Igor Duljaj,0.3,Midfield,16245
Andrija Delibasic,0.7,Attack,367
Alexander Stolz,0.1,Goalkeeper,533
Shaun MacDonald,0.075,Midfield,989
John Rankin,0.25,Midfield,1519
Luiz Gustavo,0.2,Midfield,679
Paul Gallagher,0.25,Midfield,1003
Uwe Hünemeier,0.2,Defender,127
Mehmet Akgün,0.025,Midfield,6894
Mehdi Taouil,0.125,Midfield,2381
Mike Williamson,0.25,Defender,762
Karim Guédé,0.15,Attack,60
Jan Zimmermann,0.25,Goalkeeper,24
Ramiro Funes Mori,0.025,Defender,288
Oliver Fink,0.1,Midfield,38
Steffen Wohlfarth,0.25,Attack,2759
Jim Goodwin,0.025,Midfield,465
Peter MacDonald,0.2,Attack,511
Lee McCulloch,0.15,Defender,2553
Kevin McNaughton,0.25,Defender,2451
Alan Gow,0.4,Midfield,465
Lionel Carole,0.2,Defender,3205
Rob Green,0.25,Goalkeeper,631
Adam Kwarasey,0.3,Goalkeeper,206
Aytac Sulu,0.125,Defender,105
Kossi Agassa,0.25,Goalkeeper,1421
Ludovic Butelle,0.1,Goalkeeper,1421
Johan Liébus,0.2,Goalkeeper,1421
Igor Skoba,0.1,Midfield,4482
Sylvain Marchal,0.25,Defender,347
Franck Béria,0.5,Defender,1082
Ismaël Bouzid,0.05,Defender,2553
Franck Signorino,0.25,Defender,347
Ludovic Obraniak,0.7,Midfield,126
Per Kröldrup,0.2,Defender,4750
Sjoerd Ars,0.15,Attack,467
Glenn Whelan,0.05,Midfield,43
Stephen Kelly,0.35,Defender,1032
Michael Turner,0.35,Defender,1123
François Clerc,0.3,Defender,618
Michel Bastos,0.5,Midfield,12
Lorik Cana,1.0,Midfield,995
Éver Banega,0.4,Midfield,2402
Jean-Pascal Mignot,0.25,Defender,618
Daley Blind,1.2,Defender,12321
Hassan Yebda,0.1,Midfield,68608
Niki Mäenpää,0.05,Goalkeeper,3062
Marc Planus,0.5,Defender,40
Alexander Tettey,0.5,Midfield,1123
Grégory Bourillon,0.4,Defender,1420
Jacques Faty,0.35,Defender,2381
Stéphen Drouin,0.15,Defender,1095
Shefki Kuqi,0.25,Attack,903
Tommy Smith,0.25,Attack,603
Sigamary Diarra,0.2,Midfield,1147
Souleymane Diawara,0.25,Defender,417
Yann Jouffre,1.0,Midfield,347
Guirane N'Daw,0.25,Midfield,347
Peter Odemwingie,0.5,Attack,512
Oguchi Onyewu,0.2,Defender,1084
Silvio Proto,0.1,Goalkeeper,398
Oguzhan Bahadir,0.025,Goalkeeper,6890
Rudnei,0.275,Midfield,2703
Goran Pandev,0.4,Attack,252
Paul Gallacher,0.2,Goalkeeper,43
Mark Wilson,0.325,Defender,1519
David McCracken,0.15,Defender,2578
Craig Gordon,0.05,Goalkeeper,43
Alan Maybury,0.075,Defender,903
Andy Webster,0.225,Defender,43
Noel Hunt,0.15,Attack,1032
Barry Nicholson,0.2,Midfield,2553
David Clarkson,0.225,Attack,987
Stevie Hammell,0.4,Defender,987
Keith Lasley,0.4,Midfield,987
Stephen Pearson,0.225,Midfield,987
Paul Quinn,0.3,Defender,2759
Neil Alexander,0.15,Goalkeeper,1519
Scott Brown,0.6,Midfield,370
James Collins,0.6,Defender,379
Stephen Dobbie,0.2,Attack,873
Kevin Thomson,0.375,Midfield,511
Steven Whittaker,0.2,Defender,903
Danny Gabbidon,0.25,Defender,873
Kris Boyd,0.3,Attack,2553
James Fowler,0.1,Midfield,2553
Garry Hay,0.325,Defender,2553
Gary McDonald,0.35,Midfield,2578
Colin Nish,0.275,Attack,511
Neil McGregor,0.25,Defender,511
Craig Samson,0.325,Goalkeeper,370
Cammy Bell,0.05,Goalkeeper,2578
Jamie Hamill,0.25,Defender,2553
Steven Naismith,0.45,Attack,43
Russell Anderson,0.45,Defender,370
Chris Clark,0.275,Midfield,370
Ryan Esson,0.1,Goalkeeper,2451
Ricky Foster,0.15,Defender,2759
Mark Kerr,0.025,Midfield,2760
Barry Robson,0.25,Midfield,370
Jason Scotland,0.25,Attack,2999
Dave Mackay,0.5,Defender,511
Gavin Rae,0.35,Midfield,370
Barry Smith,0.025,Defender,511
Julián Speroni,0.25,Goalkeeper,873
Jamie Langfield,0.1,Goalkeeper,465
Lee Mair,0.225,Defender,2760
Steven Milne,0.225,Attack,511
Jaroslav Drobny,0.05,Goalkeeper,38
Grigoris Makos,0.35,Defender,6418
Vangelis Mantzios,0.2,Attack,441
Dimitrios Sotiriou,0.05,Goalkeeper,653
Alexandros Tziolis,0.475,Midfield,1091
Vlasis Kazakis,0.2,Attack,28956
Nikolaos Anastasopoulos,0.15,Goalkeeper,128
Deniz Baykara,0.1,Attack,7185
Michaël Ciani,0.4,Defender,1158
Alessio Cragno,1.5,Goalkeeper,6574
Alessandro Cordaro,0.3,Attack,3508
Davy De Beule,0.4,Midfield,192
Franck Grandel,0.05,Goalkeeper,1095
Leonidas Kampantais,0.3,Attack,169
Georgios Kousas,0.05,Defender,4603
Bertrand Laquait,0.25,Goalkeeper,14171
Killian Overmeire,0.2,Midfield,498
Avraam Papadopoulos,0.2,Defender,683
Stelios Sfakianakis,0.15,Midfield,6418
Georgios Smiltos,0.125,Defender,6418
Arnar Vidarsson,0.1,Midfield,520
Logan Bailly,0.35,Goalkeeper,29228
Igor de Camargo,0.1,Attack,354
Eric Matoukou,0.15,Defender,204
Boldizsár Bodor,0.2,Defender,132
Frederik Boi,0.15,Midfield,520
Arthur Boka,0.5,Defender,1084
Boubacar Copa,0.025,Goalkeeper,498
Daniel Cruz,0.35,Midfield,28643
Luciano,0.5,Goalkeeper,202
Wim De Decker,0.15,Midfield,566
Jonas De Roeck,0.05,Defender,2727
Kris De Wree,0.1,Defender,204
Emmanuel Eboué,1.5,Defender,141
Carl Hoefkens,0.1,Defender,2861
Jonas Ivens,0.25,Defender,235
Kristof Lardenoit,0.2,Defender,28643
Mohamed Messoudi,0.15,Midfield,3508
David Meul,0.3,Goalkeeper,403
Pieter-Jan Monteyne,0.05,Defender,2727
Kristof Snelders,0.3,Attack,28643
Kenny Thompson,0.3,Defender,2727
Yaya Touré,0.1,Midfield,683
Bram Verbist,0.25,Goalkeeper,192
Björn Vleminckx,0.1,Attack,1096
Nicolas Timmermans,0.1,Defender,1245
Stef Wils,0.2,Defender,520
Marco Né,0.6,Midfield,2227
Laurent Delorge,0.5,Attack,192
Bruno Alves,0.1,Defender,441
Manuel José,0.075,Midfield,2995
Moreno,0.1,Defender,2420
João Tomás,0.8,Attack,2425
Filipe Anunciação,0.2,Midfield,2995
Ricardo Silva,0.3,Defender,1085
Raúl Meireles,2.75,Midfield,36
Fary Faye,0.15,Attack,2503
Alex,0.5,Defender,2420
José Moreira,0.025,Goalkeeper,1465
João Pereira,0.3,Defender,449
Tiago Gomes,0.15,Defender,3349
Luisão,0.5,Defender,294
Darren Bent,1.0,Attack,405
Andy Marshall,0.25,Goalkeeper,405
Tim Sparv,0.15,Midfield,4603
Frank Boeckx,0.25,Goalkeeper,58
Bram Castro,0.1,Goalkeeper,2861
Thomas Chatelle,0.25,Attack,1411
Benjamin De Ceulaer,0.2,Attack,968
Rachid Farssi,0.25,Midfield,204
Nicky Hayen,0.2,Defender,2727
Johnny Leoni,0.15,Goalkeeper,1301
Sam Morrow,0.275,Attack,2759
Lewis Price,0.25,Goalkeeper,873
Wim Raymaekers,0.35,Defender,2727
Bernd Thijs,0.15,Midfield,157
Tom Van Imschoot,0.1,Midfield,2861
Kevin Vandenbergh,0.15,Attack,968
Didier Zokora,0.3,Midfield,19771
Omar Daley,0.25,Midfield,987
Grant Holt,0.35,Attack,405
Nicky Shorey,0.25,Defender,1032
Steve Sidwell,1.0,Midfield,1237
Nathan Tyson,0.25,Attack,2553
Lee Camp,0.15,Goalkeeper,984
Jurgen Cavens,0.1,Attack,28643
Lee Grant,0.25,Goalkeeper,985
Tom Huddlestone,0.25,Midfield,3008
Mustapha Oussalah,0.15,Defender,29228
Chris Turner,0.25,Midfield,2999
Lionel Ainsworth,0.3,Midfield,987
Olivier Werner,0.05,Goalkeeper,29228
Leighton Baines,1.6,Defender,29
Phil Jagielka,0.2,Defender,350
Gary Teale,0.25,Attack,465
Tim Clancy,0.35,Defender,2578
Alan Combe,0.05,Goalkeeper,43
Kris Commons,0.5,Midfield,371
Ben Foster,0.3,Goalkeeper,1010
Simon Francis,0.8,Defender,989
Karl Henry,0.5,Midfield,1039
Clint Hill,0.4,Defender,124
Wayne Thomas,0.05,Defender,2079
Andy Wilkinson,1.0,Defender,512
Kelvin Davis,0.25,Goalkeeper,180
Dean Whitehead,0.25,Midfield,1110
Thomas Bröker,0.125,Attack,3
Paul Heffernan,0.275,Attack,511
Emmerik De Vriese,0.15,Missing,2727
Jimmy Hempte,0.1,Defender,2861
Miljan Mrdakovic,0.2,Attack,2672
Gaby Mudingayi,0.05,Midfield,1429
Lee Cook,0.4,Attack,441
Grant Leadbitter,1.6,Midfield,641
Scott McDonald,0.15,Attack,987
Hugo,0.3,Defender,1436
Diego Lugano,0.5,Defender,984
Marius Niculae,0.3,Attack,6996
Serge Dié,0.2,Midfield,128
Anestis Agritis,0.15,Attack,28956
Custódio,0.5,Midfield,19771
Ricardo,0.2,Goalkeeper,4750
Zé Castro,0.025,Defender,367
Hilário,0.25,Goalkeeper,631
Cédric Berthelin,0.25,Goalkeeper,2861
Hussein Yasser,0.05,Midfield,204
Edwin Ouon,0.15,Defender,2672
Simon Ramsden,0.3,Defender,987
James McPake,0.3,Defender,511
Richard Brittain,0.55,Midfield,2759
Colin McMenamin,0.3,Attack,2759
Steven MacLean,0.2,Attack,43
Liedson,0.25,Attack,720
Quim,0.05,Goalkeeper,3336
Igor,0.1,Attack,7185
Pedro Costa,0.2,Defender,2503
Tonel,0.2,Defender,68608
Ashkan Dejagah,0.075,Attack,82
Danny Butterfield,0.05,Defender,180
Shaun Derry,0.5,Midfield,1039
Matty Fryatt,0.25,Attack,3008
Andy Johnson,1.0,Attack,873
Mikele Leigertwood,0.6,Midfield,1032
Andy Lonergan,0.1,Goalkeeper,29
Jobi McAnuff,0.25,Attack,1032
Wayne Routledge,0.25,Attack,2288
Mamady Sidibé,0.7,Attack,512
Ben Watson,0.25,Midfield,1010
Ashley Young,0.4,Defender,29
Helton,0.025,Goalkeeper,720
Márcio Abreu,0.9,Midfield,16704
Danny,0.75,Midfield,1301
Ramon Zomer,0.65,Defender,1304
Alan,0.3,Attack,1075
Luís Olim,0.3,Defender,1301
Pepe,0.5,Defender,720
Briguel,0.05,Defender,1301
Cláudio Pitbull,0.25,Attack,2424
Kürsat Duymus,0.2,Defender,19771
Michael Higdon,0.4,Attack,467
David Vaughan,0.5,Midfield,289
Gary Glen,0.15,Attack,2759
Eliseu,0.3,Defender,294
Gonçalo Brandão,0.025,Defender,1465
Dario Kresic,0.15,Goalkeeper,15
Aaron Lennon,0.6,Attack,1132
Miguel Fidalgo,0.15,Attack,976
Paulo Assunção,0.3,Midfield,2672
Antolín Alcaraz,0.025,Defender,472
Amoreirinha,0.25,Defender,1085
André Vilas Boas,0.1,Midfield,2425
André Bikey,0.35,Defender,6418
Cadú,0.025,Defender,2424
Castro,0.3,Midfield,979
Danielson,0.05,Defender,979
João Paulo,0.05,Attack,1465
Manú,0.1,Attack,1085
Marcos António,0.3,Defender,4
José Nunes,0.1,Defender,237
Paulo César,1.2,Attack,1075
Ricardo Fernandes,0.2,Defender,979
Júnior,0.1,Midfield,6418
Carlos Martins,0.5,Midfield,68608
Miguel Garcia,0.6,Defender,2323
Luís Filipe,0.2,Defender,4750
Pablo Contreras,1.0,Defender,683
Anestis Anastasiadis,0.1,Defender,3999
Konstantinos Barbas,0.2,Defender,2079
Pirmin Schwegler,0.8,Midfield,42
Iago Bouzón,0.2,Defender,993
Zvonimir Vukic,0.25,Midfield,2079
Quincy Owusu-Abeyie,0.8,Attack,467
Ryan Smith,0.5,Attack,128
Scott Carson,0.1,Goalkeeper,281
John Baird,0.25,Attack,465
Craig Conway,0.35,Midfield,2578
Iain Davidson,0.025,Defender,511
Darren Hill,0.05,Goalkeeper,2999
Cillian Sheridan,0.15,Attack,511
Ryan Stevenson,0.35,Attack,2760
Mark Brown,0.2,Goalkeeper,2759
Russell Duncan,0.25,Midfield,2759
Michael Fraser,0.3,Goalkeeper,2759
Grant Munro,0.35,Defender,2759
Ross Tokely,0.2,Defender,2759
John Sutton,0.025,Attack,2578
Martin Canning,0.2,Defender,2999
Don Cowie,0.15,Midfield,2759
Sean Higgins,0.1,Attack,2578
Kirk Broadfoot,0.025,Defender,2553
Simon Lappin,0.35,Midfield,2578
David van Zanten,0.3,Missing,465
Stephen O'Donnell,0.325,Midfield,511
Andreas Ottl,0.5,Midfield,167
Sander Duits,0.4,Midfield,1435
Pierre Boya,0.275,Attack,5724
Marcelo Carné,0.35,Goalkeeper,1465
Cédric Makiadi,0.65,Midfield,126
Oleksiy Belik,0.4,Attack,6994
Milan Jovanovic,2.5,Attack,58
Mariusz Lewandowski,0.4,Midfield,16245
Stipe Pletikosa,0.5,Goalkeeper,897
Adrian Pukanych,0.1,Midfield,6996
Razvan Rat,0.1,Defender,367
Darijo Srna,0.8,Defender,1390
Anatoliy Tymoshchuk,0.05,Midfield,964
Andriy Vorobey,0.3,Attack,6414
Brandão,0.2,Attack,2672
Rio Mavuba,0.75,Midfield,1082
Hervé Bugnet,0.05,Attack,14171
Stéphane Darbion,0.3,Midfield,1095
Nicolas Godemèche,0.3,Midfield,28643
Martin Albrechtsen,0.1,Defender,2414
Jesper Bech,0.1,Midfield,1177
Martin Bergvold,0.075,Midfield,3426
Hjalte Bo Nörregaard,0.2,Midfield,678
Bo Svensson,0.5,Defender,39
Christoph Janker,0.1,Defender,167
Edgaras Cesnauskis,0.2,Attack,1083
João Carlos,0.25,Defender,498
Velizar Dimitrov,0.4,Attack,2783
Jonas Kamper,0.2,Midfield,1063
Niki Zimling,0.3,Midfield,5817
Ronnie Bendtsen,0.05,Defender,20100
Thomas Hansen,0.2,Defender,5818
Thomas Kahlenberg,0.3,Midfield,206
Martin Retov,0.1,Midfield,2414
Maksym Kalynychenko,0.5,Midfield,2227
Artem Radkov,1.4,Defender,820
Aleksandr Pavlenko,0.1,Midfield,11127
Roman Pavlyuchenko,0.05,Attack,11127
Pavel Pogrebnyak,0.05,Attack,11127
Aleksey Rebko,0.15,Midfield,1083
Aleksandr Samedov,0.4,Attack,2696
Aleksandr Sheshukov,0.025,Defender,3729
Dmitri A. Smirnov,0.025,Midfield,3729
Dmitriy Torbinski,0.2,Midfield,3714
Igor Lebedenko,0.025,Attack,1186
Igor Semshov,0.3,Midfield,2696
Konstantin Zyryanov,0.025,Midfield,964
Thomas Augustinussen,0.2,Midfield,1053
Kasper Jensen,0.2,Goalkeeper,1177
Kasper Risgaard,0.3,Midfield,1053
Michael Silberbauer,0.15,Midfield,173
Rasmus Würtz,0.3,Midfield,1053
Markos Maragoudakis,0.1,Attack,21957
Dimitrios Salpingidis,0.3,Attack,1091
Andy Barrowman,0.3,Attack,511
Keiren Westwood,0.2,Goalkeeper,289
Chris Hogg,0.225,Defender,2451
Liam Rosenior,1.0,Defender,1237
Lukas Podolski,0.1,Attack,428
Andreas Johansson,0.2,Midfield,173
Fredrik Stenman,0.25,Defender,2282
Artur Boruc,0.05,Goalkeeper,989
Tommy Bechmann,0.25,Attack,5817
Njogu Demba-Nyrén,0.2,Attack,3426
Zhivko Milanov,0.25,Defender,3691
Geoffrey Dernis,0.2,Attack,3911
Miso Brecko,0.25,Defender,3
Fernando,0.5,Midfield,2282
Rodrigo Taddei,0.075,Attack,12
Vasiliy Berezutski,0.2,Defender,2410
Aleksey Berezutski,0.1,Defender,2410
Vyacheslav Malafeev,0.2,Goalkeeper,964
Sergey Semak,0.1,Midfield,964
Andrey Arshavin,0.3,Attack,2439
Dmitriy Bulykin,0.3,Attack,12438
Spartak Gogniev,0.025,Attack,11127
Aleksandr Kerzhakov,0.2,Attack,964
Sören Berg,0.1,Attack,20100
Maris Verpakovskis,0.2,Attack,5220
Ahmed Samir Farag,0.15,Defender,204
Alex,1.0,Defender,5
Georgios Abaris,0.1,Goalkeeper,2671
Pantelis Kapetanos,0.3,Attack,2079
Raúl Albiol,0.7,Defender,4172
Fábio Bilica,0.2,Defender,2292
Jaime Gavilán,0.05,Attack,21957
Jordi López,0.15,Midfield,6996
Hakon Opdal,0.1,Goalkeeper,5817
Aristide Bancé,0.2,Attack,167
Ángel López,0.1,Defender,472
Robinho,0.5,Attack,6890
Grégory Lorenzi,0.25,Defender,1411
Bruno Gama,0.2,Attack,605
Ilya Abaev,0.025,Goalkeeper,1083
Igor Akinfeev,1.0,Goalkeeper,2410
Dmitriy Kirichenko,0.05,Attack,1083
Ruslan Nakhushev,0.45,Defender,11126
Elvir Rahimic,0.05,Midfield,2410
Sergey Samodin,0.05,Attack,3691
Deividas Semberas,0.15,Midfield,2703
Bogdan Shershun,0.5,Defender,4482
Artur Tlisov,0.5,Midfield,2439
Maksim Astafjev,0.025,Attack,3691
Vladimir Bystrov,0.1,Midfield,40426
Igor Denisov,0.8,Midfield,932
Oleg Vlasov,0.1,Midfield,3729
Roman Berezovskiy,0.05,Goalkeeper,121
Vitaliy Grishin,0.1,Midfield,4128
Zydrunas Karcemarskas,0.05,Goalkeeper,2944
Artem Rebrov,0.1,Goalkeeper,232
Xabi Prieto,3.0,Midfield,681
Borja Oubiña,1.5,Midfield,940
Melli,0.1,Defender,5220
Ismael López,0.25,Midfield,621
Evgeniy Aldonin,0.3,Midfield,12438
Vladislav Kulik,0.05,Midfield,41201
Sergei Pareiko,0.1,Goalkeeper,12438
Ibrahim Afellay,0.475,Midfield,383
Marc Bertrán,0.2,Defender,331
Carlos García,0.3,Defender,11282
Moisés Hurtado,0.2,Midfield,16795
Tim Janssen,0.3,Attack,865
Phil Bardsley,0.075,Defender,1132
Yohann Rivière,0.25,Attack,2969
Ferrán Corominas,0.05,Attack,1531
Igor Lolo,0.2,Defender,968
César Arzo,0.2,Defender,2441
Santi Cazorla,0.2,Midfield,2497
Jonan García,0.15,Midfield,28956
Andoni Iraola,1.5,Defender,621
Romaric,0.65,Midfield,595
Mert Nobre,0.05,Attack,3205
Elliott Ward,0.25,Defender,989
Jonathan Legear,0.25,Attack,475
Anthony Vanden Borre,0.1,Defender,58
Roman Sharonov,0.1,Defender,2698
Sergey Kornilenko,0.1,Attack,2696
Kostadin Hazurov,0.05,Attack,204
Dániel Tőzsér,0.325,Midfield,252
Daniël de Ridder,0.4,Attack,133
Thomas Vermaelen,0.7,Defender,131
Andrey Karyaka,0.2,Attack,12438
Jason Brown,0.3,Goalkeeper,370
Matt Jarvis,0.3,Attack,1123
Jamie Mackie,0.8,Attack,1039
David Martin,0.075,Goalkeeper,379
Dani Alves,1.0,Defender,131
Júlio Baptista,0.1,Midfield,1084
Josep Lluís Martí,0.1,Midfield,237
Jesús Navas,2.5,Midfield,368
Rúrik Gíslason,0.25,Midfield,190
Esteban,0.1,Goalkeeper,3302
