rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
843,Fali,Spain,DF,Cádiz,La Liga,29,1993,30,2547,0,0,0,0,0,0.8,0.8,16,82,0.00,0.00,41,26,58.3,24,14,27,120,0,0,0,0,0,0,0,0,799,1050,76.1,6817,88.5,87.1,49.3,4,76,5,191,5,60.0,20.0,16,8,0,2,0,11,27.3,0.11,0.00,0.00,50.0,0.60,0.00,0,2023-2024
844,Davide Faraoni,Italy,DF,Hellas Verona,Serie A,31,1991,11,602,0,1,1,0,0,0.4,0.4,13,28,0.00,0.15,13,10,70.0,5,4,6,21,0,0,0,0,0,0,0,0,228,304,75.0,1808,86.6,78.4,58.1,8,28,6,20,7,42.9,57.1,13,8,1,2,0,7,14.3,0.15,0.00,0.00,56.3,3.13,0.30,0,2023-2024
845,Davide Faraoni,Italy,DF,Fiorentina,Serie A,31,1991,8,392,0,1,1,0,0,0.1,0.1,7,17,0.00,0.23,9,4,45.5,1,2,5,14,0,0,0,0,0,0,0,0,190,248,76.6,1097,88.6,80.3,56.8,4,15,5,15,4,25.0,75.0,7,1,1,2,0,3,33.3,0.23,0.00,0.00,36.4,1.84,0.23,0,2023-2024
846,Ansu Fati,Spain,MF,Brighton,Premier League,20,2002,19,521,2,0,2,2,0,3.4,3.4,16,28,0.35,0.00,5,3,9.1,0,8,3,3,0,0,0,0,0,0,0,0,178,210,84.8,518,94.4,82.0,90.9,6,14,7,4,18,27.8,50.0,16,5,9,10,2,26,42.3,1.90,0.08,0.18,9.1,3.96,0.52,0,2023-2024
847,Ansu Fati,Spain,MF,Barcelona,La Liga,20,2002,3,50,0,0,0,0,0,0.7,0.7,6,4,0.00,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,85.7,87,100.0,77.8,100.0,0,2,1,0,3,33.3,33.3,6,4,2,1,0,7,14.3,1.80,0.00,0.00,50.0,1.80,0.00,0,2023-2024
848,Khalil Fayad,France,FW,Montpellier,Ligue 1,19,2004,23,1025,3,0,3,3,0,1.9,1.9,18,35,0.26,0.00,28,15,40.9,3,12,14,6,0,0,0,0,0,0,0,0,276,345,80.0,1087,88.2,79.0,52.5,8,31,4,12,23,43.5,47.8,18,14,4,14,3,17,41.2,0.61,0.18,0.43,46.2,1.67,0.00,0,2023-2024
849,Federico Fazio,Argentina,DF,Salernitana,Serie A,36,1987,17,1355,1,0,1,1,0,0.4,0.4,2,27,0.07,0.00,18,11,57.1,19,3,17,99,1,0,0,0,0,0,0,0,440,587,75.0,3494,84.0,81.9,50.9,3,26,1,134,2,100.0,0.0,2,0,0,3,1,8,25.0,0.13,0.13,0.50,70.4,0.60,0.13,0,2023-2024
850,Jacopo Fazzini,Italy,MF,Empoli,Serie A,20,2003,31,1232,1,1,2,1,0,1.2,1.2,24,47,0.07,0.07,49,25,56.6,3,18,12,18,0,0,0,0,0,0,0,0,343,499,68.7,1816,81.5,74.4,37.5,24,32,9,24,41,48.8,41.5,24,19,7,21,1,23,17.4,0.29,0.04,0.25,32.6,3.51,0.29,0,2023-2024
851,Peter Federico,Dominican Republic,MF,Valencia,La Liga,21,2002,15,649,0,0,0,0,0,1.7,1.7,19,16,0.00,0.00,5,3,10.0,0,11,7,10,0,0,0,0,0,0,0,0,108,162,66.7,491,75.6,67.3,44.4,7,8,6,7,29,44.8,48.3,19,8,9,7,0,17,29.4,0.69,0.00,0.00,50.0,1.94,0.14,0,2023-2024
852,Nabil Fekir,France,MF,Betis,La Liga,30,1993,19,1049,1,2,3,1,0,2.2,2.2,32,67,0.09,0.17,15,10,50.0,0,9,7,3,0,0,0,0,0,0,0,0,482,611,78.9,2256,87.2,86.8,46.5,30,53,21,4,34,61.8,17.6,32,28,7,23,1,28,25.0,0.60,0.04,0.14,47.6,5.14,0.26,0,2023-2024
853,Felipe,Brazil,DF,Nott'ham Forest,Premier League,34,1989,7,375,0,0,0,0,0,0.1,0.1,1,6,0.00,0.00,12,9,75.0,1,3,4,12,0,0,0,0,0,0,0,0,183,215,85.1,1412,87.1,92.4,63.6,2,10,0,22,2,50.0,50.0,1,1,0,1,0,3,0.0,0.00,0.00,0,70.0,0.97,0.00,0,2023-2024
854,Luiz Felipe,Italy,DF,Betis,La Liga,26,1997,4,360,0,0,0,0,0,0.1,0.1,0,4,0.00,0.00,7,3,80.0,4,6,4,16,0,0,0,0,0,0,0,0,151,169,89.3,996,95.2,90.7,64.3,1,4,0,36,0,0,0,0,0,0,0,0,2,0.0,0.00,0.00,0,25.0,0.50,0.00,0,2023-2024
855,João Félix,Portugal,FW,Barcelona,La Liga,23,1999,30,1540,7,3,10,7,0,8.7,8.7,69,68,0.41,0.18,22,16,36.4,1,13,10,11,0,0,0,0,0,0,0,0,538,663,81.1,1372,90.6,79.8,47.8,19,31,20,15,89,32.6,57.3,69,53,31,32,7,61,41.0,1.46,0.11,0.28,50.0,3.62,0.53,0,2023-2024
856,Ohis Felix Uduokhai,Germany,DF,Augsburg,Bundesliga,25,1997,33,2921,2,0,2,2,0,1.4,1.4,25,101,0.06,0.00,37,21,64.0,35,10,46,178,2,0,0,0,0,0,0,0,1349,1658,81.4,9681,86.9,89.0,50.6,9,93,5,299,7,85.7,14.3,25,11,1,7,2,13,23.1,0.09,0.15,0.67,62.0,0.62,0.00,0,2023-2024
857,Kiko Femenía,Spain,DF,Villarreal,La Liga,32,1991,23,1583,0,0,0,0,0,0.0,0.0,46,100,0.00,0.00,35,25,55.9,6,15,31,45,0,0,0,0,0,0,0,0,939,1121,83.8,5968,94.2,86.3,48.3,7,84,6,62,11,54.5,45.5,46,27,1,5,0,1,0.0,0.00,0.00,0,47.6,1.76,0.23,0,2023-2024
858,Evan Ferguson,Ireland,FW,Brighton,Premier League,18,2004,27,1367,6,0,6,6,0,4.6,4.6,13,15,0.40,0.00,14,6,35.7,3,7,2,8,0,0,0,0,0,0,0,0,244,303,80.5,349,86.7,85.7,73.3,6,11,4,13,16,43.8,37.5,13,9,5,31,6,33,60.6,1.32,0.18,0.30,41.9,1.45,0.07,0,2023-2024
859,Lewis Ferguson,Scotland,MF,Bologna,Serie A,23,1999,31,2712,6,3,9,6,0,5.4,5.4,57,142,0.20,0.10,37,21,43.2,8,17,17,27,1,0,0,0,0,0,0,0,1571,1778,88.4,4517,92.5,91.7,71.8,32,145,25,54,34,41.2,44.1,57,45,13,22,6,60,33.3,0.66,0.10,0.30,45.9,2.75,0.30,0,2023-2024
860,Bruno Fernandes,Portugal,MF,Manchester Utd,Premier League,28,1994,35,3118,10,8,18,6,4,10.0,6.1,86,297,0.29,0.23,68,38,34.1,6,43,27,50,2,0,0,0,0,0,0,0,1590,2179,73.0,10273,87.4,76.2,53.0,114,187,89,96,44,43.2,47.7,86,61,23,35,10,90,38.9,1.01,0.07,0.17,45.7,6.06,0.55,0,2023-2024
861,Edimilson Fernandes,Switzerland,DF,Mainz 05,Bundesliga,27,1996,21,1290,0,2,2,0,0,0.5,0.5,9,53,0.00,0.14,25,16,66.7,6,8,22,52,0,0,0,0,0,0,0,0,615,801,76.8,5042,88.4,88.1,49.0,18,54,11,98,8,75.0,25.0,9,12,1,5,0,15,0.0,0.00,0.00,0,50.0,2.44,0.14,0,2023-2024
862,Aitor Fernández,Spain,GK,Osasuna,La Liga,32,1991,7,551,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0.0,0,0,0,5,1,9,1.47,11,60.0,1,16.7,0.0,127,198,64.1,3696,100.0,98.0,50.4,0,10,0,156,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.0,0.16,0.00,1.4,2023-2024
863,Álex Fernández,Spain,MF,Cádiz,La Liga,30,1992,26,1285,0,1,1,0,0,0.3,0.3,11,52,0.00,0.07,19,9,50.0,5,12,15,30,0,0,0,0,0,0,0,0,539,649,83.1,2701,92.1,87.6,58.1,13,46,9,52,7,57.1,28.6,11,20,1,12,0,7,14.3,0.07,0.00,0.00,44.8,1.82,0.14,0,2023-2024
864,Carlos Fernández,Spain,FW,Real Sociedad,La Liga,27,1996,10,408,2,1,3,1,1,1.5,0.7,5,4,0.44,0.22,11,7,0.0,0,4,0,5,0,0,0,0,0,0,0,0,44,83,53.0,86,63.6,54.2,20.0,1,4,1,6,10,30.0,70.0,5,3,0,14,2,8,37.5,0.66,0.13,0.33,48.5,0.66,0.22,0,2023-2024
865,Enzo Fernández,Argentina,MF,Chelsea,Premier League,22,2001,28,2209,3,2,5,2,1,6.2,4.6,52,210,0.12,0.08,50,22,41.5,13,23,17,28,0,0,0,0,0,0,0,0,1574,1862,84.5,8415,90.8,88.8,71.8,32,177,43,67,44,52.3,38.6,52,46,8,24,3,45,28.9,0.53,0.04,0.15,47.7,3.34,0.29,0,2023-2024
866,Raúl Fernández,Spain,GK,Granada,La Liga,35,1988,4,280,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,1,2,11,3.54,7,35.3,0,0.0,0,69,107,64.5,1530,100.0,95.0,39.3,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,11.1,2023-2024
867,Valery Fernández,Spain,MF,Girona,La Liga,23,1999,27,506,2,0,2,2,0,0.7,0.7,20,12,0.36,0.00,11,9,75.0,1,5,1,4,0,0,0,0,0,0,0,0,188,221,85.1,411,94.7,79.4,50.0,5,4,9,12,19,36.8,31.6,20,10,7,8,2,5,40.0,0.36,0.40,1.00,40.0,2.49,0.53,0,2023-2024
868,Fernando,Spain,GK,Almería,La Liga,33,1990,4,360,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,1,0,2,0,10,2.50,13,56.5,0,0.0,0,110,160,68.8,2309,100.0,100.0,43.7,0,1,0,138,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.25,0.25,5.6,2023-2024
869,Fernando,Brazil,MF,Sevilla,La Liga,36,1987,8,459,0,0,0,0,0,0.0,0.0,5,24,0.00,0.00,9,8,55.6,0,2,7,9,0,0,0,0,0,0,0,0,209,242,86.4,1069,91.6,89.9,75.0,2,21,5,10,6,66.7,16.7,5,8,1,3,0,1,0.0,0.00,0.00,0,55.6,1.57,0.00,0,2023-2024
872,André Ferreira,Portugal,GK,Granada,La Liga,27,1996,15,1340,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,9,2,29,1.95,49,66.2,0,0.0,0.0,359,498,72.1,7247,97.3,97.7,46.1,0,7,0,473,0,0,0,0,0,0,1,0,0,0,0.00,0,0,87.5,0.13,0.00,3.1,2023-2024
873,João Ferreira,Portugal,DF,Udinese,Serie A,22,2001,35,1822,0,1,1,0,0,0.1,0.1,19,61,0.00,0.05,58,42,58.6,6,21,29,89,0,0,0,0,0,0,0,0,649,858,75.6,5431,86.8,80.7,55.7,13,60,11,122,33,54.5,36.4,19,21,4,8,0,3,0.0,0.00,0.00,0,56.3,1.68,0.10,0,2023-2024
874,Jordan Ferri,France,MF,Montpellier,Ligue 1,31,1992,30,2031,1,1,2,1,0,0.6,0.6,37,173,0.04,0.04,36,22,29.9,1,18,13,23,0,0,0,0,0,0,0,0,1101,1331,82.7,6455,87.2,88.5,62.4,28,118,26,51,36,47.2,52.8,37,43,5,33,1,9,11.1,0.04,0.11,1.00,33.3,2.97,0.09,0,2023-2024
875,Nacho Ferri,Spain,FW,Eint Frankfurt,Bundesliga,18,2004,8,74,1,0,1,1,0,1.2,1.2,0,2,1.22,0.00,3,3,66.7,0,0,0,2,0,0,0,0,0,0,0,0,13,26,50.0,46,78.6,25.0,0.0,1,2,0,2,1,0.0,100.0,0,0,0,2,1,5,40.0,2.43,0.20,0.50,50.0,2.43,1.22,0,2023-2024
878,Max Finkgräfe,Germany,DF,Köln,Bundesliga,19,2004,24,1756,1,0,1,1,0,1.0,1.0,51,53,0.05,0.00,65,39,52.7,10,25,22,39,0,0,0,0,0,0,0,0,598,859,69.6,4077,81.7,76.1,38.1,23,46,12,53,58,62.1,36.2,51,35,11,24,1,12,33.3,0.21,0.08,0.25,46.0,2.05,0.05,0,2023-2024
879,Vincenzo Fiorillo,Italy,GK,Salernitana,Serie A,33,1990,4,360,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,1,8,2.00,18,69.2,0,0.0,0,53,128,41.4,1792,100.0,100.0,30.5,0,3,0,131,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,5.2,2023-2024
880,Kilian Fischer,Germany,DF,Wolfsburg,Bundesliga,22,2000,6,291,0,0,0,0,0,0.1,0.1,6,6,0.00,0.00,8,6,40.0,1,7,1,12,0,0,0,0,0,0,0,0,104,148,70.3,588,86.2,71.2,37.5,2,5,3,9,2,50.0,50.0,6,3,1,1,0,4,0.0,0.00,0.00,0,0.0,1.85,0.00,0,2023-2024
881,John Fleck,Scotland,MF,Sheffield Utd,Premier League,31,1991,4,92,0,0,0,0,0,0.0,0.0,2,3,0.00,0.00,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,29,40,72.5,88,77.8,77.8,50.0,2,1,1,3,1,0.0,0.0,2,1,0,0,0,0,0,0.00,0,0,22.2,3.91,0.00,0,2023-2024
882,Mark Flekken,Netherlands,GK,Brentford,Premier League,30,1993,37,3285,0,1,1,0,0,0.0,0.0,0,5,0.00,0.03,1,1,20.0,0,1,0,17,1,63,1.73,113,65.3,7,18.9,0.0,1131,1580,71.6,22385,98.8,99.1,47.4,4,37,1,1268,4,75.0,25.0,0,0,0,0,0,0,0,0.00,0,0,90.9,0.27,0.08,7.7,2023-2024
883,Alessandro Florenzi,Italy,DF,Milan,Serie A,32,1991,31,1732,1,4,5,1,0,1.7,1.7,29,106,0.05,0.21,43,21,54.2,9,7,20,25,1,0,0,0,0,0,0,0,1055,1277,82.6,6858,94.3,87.5,57.6,45,97,25,62,13,7.7,84.6,29,28,1,5,1,32,31.3,0.52,0.03,0.10,29.2,4.41,0.36,0,2023-2024
884,Phil Foden,England,FW,Manchester City,Premier League,23,2000,35,2857,19,8,27,19,0,10.3,10.3,93,168,0.60,0.25,31,20,41.9,0,30,13,18,1,0,0,0,0,0,0,0,1511,1767,85.5,3769,94.0,86.4,50.4,73,71,57,22,102,46.1,45.1,93,79,56,49,19,105,45.7,1.51,0.18,0.40,26.1,4.54,0.66,0,2023-2024
885,Wes Foderingham,England,GK,Sheffield Utd,Premier League,32,1991,30,2649,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,5,3,83.3,0,0,0,18,6,79,2.68,130,63.7,1,3.4,0.0,596,1055,56.5,15696,99.0,96.0,36.7,1,19,2,945,2,100.0,0.0,0,0,0,1,0,0,0,0.00,0,0,50.0,0.14,0.00,6.0,2023-2024
886,Malick Fofana,Belgium,FW,Lyon,Ligue 1,18,2005,17,559,3,0,3,3,0,1.8,1.8,26,10,0.48,0.00,5,4,44.4,0,3,5,9,0,0,0,0,0,0,0,0,143,180,79.4,314,86.2,81.8,46.2,6,4,6,7,15,53.3,46.7,26,18,10,11,3,9,77.8,1.13,0.33,0.43,0.0,3.05,0.48,0,2023-2024
887,Youssouf Fofana,France,MF,Monaco,Ligue 1,24,1999,32,2697,4,4,8,4,0,5.0,5.0,53,249,0.13,0.13,61,39,45.5,7,28,37,31,1,0,0,0,0,0,0,0,1453,1789,81.2,9039,86.7,85.1,58.9,40,194,43,66,67,58.2,38.8,53,83,8,33,4,52,25.0,0.43,0.08,0.31,51.5,3.34,0.33,0,2023-2024
888,Jonas Föhrenbach,Germany,DF,Heidenheim,Bundesliga,27,1996,33,2788,0,0,0,0,0,0.5,0.5,44,96,0.00,0.00,44,24,52.8,19,15,31,70,0,0,0,0,0,0,0,0,1046,1462,71.5,9260,83.6,77.9,50.7,13,74,24,114,27,29.6,59.3,44,32,2,11,0,12,0.0,0.00,0.00,0,62.7,1.61,0.16,0,2023-2024
889,Thomas Foket,Belgium,DF,Reims,Ligue 1,28,1994,27,1833,0,1,1,0,0,0.2,0.2,24,65,0.00,0.05,32,17,44.4,12,22,25,36,0,0,0,0,0,0,0,0,862,1069,80.6,4219,88.1,84.8,60.9,11,52,10,78,12,58.3,41.7,24,24,1,10,0,3,0.0,0.00,0.00,0,45.7,1.48,0.30,0,2023-2024
890,Michael Folorunsho,Italy,MF,Hellas Verona,Serie A,25,1998,34,2781,5,1,6,5,0,4.0,3.9,56,54,0.16,0.03,50,28,40.4,12,33,17,44,2,0,0,0,0,0,0,0,486,796,61.1,2187,72.0,65.7,47.4,18,43,10,63,70,31.4,60.0,56,41,8,38,5,47,29.8,0.45,0.11,0.36,49.0,1.49,0.10,0,2023-2024
891,Tiago Fonseca Morais,Portugal,FW,Lille,Ligue 1,19,2003,3,46,0,0,0,0,0,0.4,0.4,3,3,0.00,0.00,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,15,73.3,62,80.0,66.7,50.0,0,1,1,0,3,0.0,100.0,3,0,1,0,0,1,0.0,0.00,0.00,0,0,1.96,0.00,0,2023-2024
892,Pablo Fornals,Spain,MF,West Ham,Premier League,27,1996,15,426,0,0,0,0,0,0.3,0.3,4,29,0.00,0.00,10,6,31.3,1,7,6,7,0,0,0,0,0,0,0,0,162,210,77.1,713,86.5,80.0,60.0,5,19,6,7,12,50.0,41.7,4,7,2,8,0,7,42.9,0.63,0.00,0.00,33.3,3.37,0.21,0,2023-2024
893,Pablo Fornals,Spain,FW,Betis,La Liga,27,1996,15,1148,3,2,5,3,0,1.8,1.8,37,89,0.24,0.16,24,16,54.5,0,14,22,10,2,0,0,0,0,0,0,0,500,672,74.4,2697,87.5,77.0,48.3,23,56,25,10,26,42.3,53.8,37,23,13,13,3,17,29.4,0.39,0.18,0.60,55.0,3.53,0.47,0,2023-2024
894,Emil Forsberg,Sweden,MF,RB Leipzig,Bundesliga,31,1991,14,464,2,1,3,2,0,1.4,0.6,8,22,0.39,0.19,7,3,41.7,0,7,0,5,0,0,0,0,0,0,0,0,163,199,81.9,551,88.8,90.0,70.6,6,14,3,7,9,33.3,44.4,8,3,4,7,2,11,36.4,0.78,0.18,0.50,40.0,3.10,0.78,0,2023-2024
896,Philipp Förster,Germany,MF,Bochum,Bundesliga,28,1995,13,385,0,0,0,0,0,0.5,0.5,7,21,0.00,0.00,9,5,33.3,0,3,7,3,0,0,0,0,0,0,0,0,156,208,75.0,694,83.2,67.5,73.7,9,9,8,2,4,25.0,25.0,7,10,1,7,0,6,16.7,0.23,0.00,0.00,22.2,4.45,0.00,0,2023-2024
897,Héctor Fort,Spain,DF,Barcelona,La Liga,16,2006,7,318,0,2,2,0,0,0.0,0.0,3,7,0.00,0.57,6,5,40.0,0,0,2,4,0,0,0,0,0,0,0,0,200,230,87.0,748,93.8,85.5,57.9,3,10,3,10,7,42.9,57.1,3,3,0,2,0,1,0.0,0.00,0.00,0,0.0,1.41,0.85,0,2023-2024
898,Lyle Foster,South Africa,FW,Burnley,Premier League,22,2000,24,1899,5,3,8,5,0,4.5,4.5,55,37,0.24,0.14,19,10,35.3,3,10,3,34,0,0,0,0,0,0,0,0,312,461,67.7,835,73.5,73.4,70.0,19,21,12,41,39,48.7,46.2,55,31,36,33,5,34,47.1,0.76,0.15,0.31,32.1,1.95,0.19,0,2023-2024
899,Dimitri Foulquier,France,DF,Valencia,La Liga,30,1993,33,1842,0,0,0,0,0,0.6,0.6,42,72,0.00,0.00,39,22,69.2,1,9,16,49,1,0,0,0,0,0,0,0,766,1042,73.5,4675,85.1,80.6,35.6,14,47,14,47,45,48.9,35.6,42,32,6,16,0,7,14.3,0.05,0.00,0.00,37.0,1.32,0.10,0,2023-2024
900,Juan Foyth,Argentina,DF,Villarreal,La Liga,25,1998,12,1062,1,1,2,1,0,0.4,0.4,19,51,0.08,0.08,26,15,44.4,4,13,12,44,0,0,0,0,0,0,0,0,565,690,81.9,3470,90.6,83.7,60.6,5,50,7,69,27,74.1,22.2,19,28,3,7,1,6,33.3,0.17,0.17,0.50,61.9,1.02,0.08,0,2023-2024
901,Matheus França,Brazil,MF,Crystal Palace,Premier League,19,2004,10,232,0,1,1,0,0,0.4,0.4,12,8,0.00,0.39,3,3,14.3,0,4,1,1,0,0,0,0,0,0,0,0,51,79,64.6,256,69.0,82.8,38.5,6,4,2,3,14,28.6,64.3,12,11,5,7,0,8,25.0,0.78,0.00,0.00,16.7,3.10,0.78,0,2023-2024
902,Bartol Franjić,Croatia,MF,Darmstadt 98,Bundesliga,23,2000,20,1229,0,1,1,0,0,0.3,0.3,13,50,0.00,0.07,15,12,25.0,4,8,30,29,2,0,0,0,0,0,0,0,462,556,83.1,1949,84.6,90.2,71.4,2,39,2,44,13,53.8,46.2,13,8,1,8,0,4,0.0,0.00,0.00,0,47.2,1.24,0.15,0,2023-2024
903,Przemysław Frankowski,Poland,DF,Lens,Ligue 1,28,1995,30,2192,3,2,5,2,1,3.7,2.1,56,112,0.12,0.08,60,39,41.9,7,23,25,36,0,0,0,0,0,0,0,0,1008,1320,76.4,5614,86.7,77.3,51.1,39,75,43,49,30,40.0,60.0,56,42,6,15,3,29,27.6,0.33,0.07,0.25,39.5,3.12,0.16,0,2023-2024
905,Davide Frattesi,Italy,MF,Inter,Serie A,23,1999,32,955,6,3,9,6,0,7.1,7.1,27,37,0.57,0.28,10,6,50.0,3,6,5,19,0,0,0,0,0,0,0,0,235,301,78.1,1047,85.7,79.6,77.8,10,18,13,28,21,33.3,61.9,27,17,10,16,6,32,40.6,1.23,0.19,0.46,48.3,2.45,0.57,0,2023-2024
906,Morten Frendrup,Denmark,MF,Genoa,Serie A,22,2001,37,3145,2,5,7,2,0,1.7,1.7,36,105,0.06,0.14,133,72,60.4,14,41,51,42,1,0,0,0,0,0,0,0,979,1224,80.0,3493,87.7,83.0,54.2,13,69,14,70,25,64.0,32.0,36,20,4,14,2,30,13.3,0.11,0.07,0.50,51.7,1.69,0.26,0,2023-2024
907,Remo Freuler,Switzerland,MF,Bologna,Serie A,31,1992,32,2624,1,1,2,1,0,1.2,1.2,37,165,0.03,0.03,78,50,55.1,9,28,36,53,2,0,0,0,0,0,0,0,1710,1890,90.5,6603,94.1,93.8,58.1,19,133,15,81,12,66.7,25.0,37,28,5,16,1,14,28.6,0.14,0.07,0.25,42.6,1.92,0.17,0,2023-2024
908,Marco Friedl,Austria,DF,Werder Bremen,Bundesliga,25,1998,25,2197,1,0,1,1,0,0.2,0.2,4,59,0.04,0.00,53,32,75.0,29,16,35,129,0,0,0,0,0,0,0,0,930,1081,86.0,6566,90.9,93.7,65.6,1,49,4,234,6,83.3,16.7,4,6,0,5,1,7,14.3,0.04,0.14,1.00,49.4,0.16,0.04,0,2023-2024
909,Marvin Friedrich,Germany,DF,Gladbach,Bundesliga,27,1995,24,1566,0,0,0,0,0,0.6,0.6,2,34,0.00,0.00,23,15,60.0,20,8,17,87,0,0,0,0,0,0,0,0,755,905,83.4,5177,94.3,90.9,35.1,5,29,1,158,3,66.7,33.3,2,7,1,1,0,12,16.7,0.11,0.00,0.00,66.1,0.81,0.06,0,2023-2024
910,Jeremie Frimpong,Netherlands,DF,Leverkusen,Bundesliga,22,2000,31,2251,9,7,16,9,0,8.2,8.2,153,49,0.36,0.28,26,17,40.0,0,26,7,17,0,0,0,0,0,0,0,0,797,1026,77.7,2301,87.0,73.8,59.2,45,20,36,19,106,45.3,45.3,153,62,73,37,9,55,38.2,0.84,0.16,0.43,50.0,3.36,0.36,0,2023-2024
911,Jorge de Frutos,Spain,FW,Rayo Vallecano,La Liga,26,1997,36,1549,2,0,2,2,0,2.6,2.6,42,40,0.12,0.00,19,8,31.8,0,12,7,18,0,0,0,0,0,0,0,0,344,483,71.2,1306,81.4,73.6,50.0,17,23,20,17,49,30.6,51.0,42,29,12,15,2,29,37.9,0.64,0.07,0.18,43.8,2.96,0.06,0,2023-2024
912,Chris Führich,Germany,FW,Stuttgart,Bundesliga,25,1998,34,2567,8,7,15,8,0,6.6,5.8,153,145,0.28,0.25,30,19,43.2,0,31,7,7,0,0,0,0,0,0,0,0,1112,1370,81.2,4203,90.4,83.1,43.0,53,59,61,8,153,47.7,44.4,153,106,56,27,8,53,45.3,0.84,0.15,0.33,22.2,4.80,0.60,0,2023-2024
914,Angelo Fulgini,France,MF,Lens,Ligue 1,26,1996,29,1376,1,2,3,1,0,3.2,3.2,35,74,0.07,0.13,23,14,57.9,1,21,8,11,0,0,0,0,0,0,0,0,569,789,72.1,2835,83.0,76.2,50.4,38,46,20,19,42,42.9,52.4,35,42,7,36,1,46,21.7,0.65,0.02,0.10,52.4,4.51,0.26,0,2023-2024
915,Niclas Füllkrug,Germany,FW,Werder Bremen,Bundesliga,30,1993,2,180,0,0,0,0,0,0.5,0.5,2,9,0.00,0.00,1,1,100.0,1,1,0,1,0,0,0,0,0,0,0,0,48,66,72.7,274,81.8,68.2,85.7,2,7,2,2,1,0.0,100.0,2,1,0,1,0,5,20.0,0.50,0.00,0.00,52.2,3.50,0.00,0,2023-2024
916,Niclas Füllkrug,Germany,FW,Dortmund,Bundesliga,30,1993,29,2212,12,8,20,9,3,12.4,10.0,17,49,0.49,0.33,7,2,25.0,4,13,2,25,0,0,0,0,0,0,0,0,378,572,66.1,1141,70.9,68.2,63.9,34,25,16,31,20,25.0,50.0,17,16,11,23,12,50,46.0,0.94,0.18,0.39,39.2,2.32,0.45,0,2023-2024
917,Gerardo Fusco,Italy,FW,Salernitana,Serie A,18,2005,1,15,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,71.4,1,75.0,100.0,0.0,1,0,0,0,1,0.0,100.0,0,0,0,0,0,0,0,0.00,0,0,0,12.00,0.00,0,2023-2024
919,Matteo Gabbia,Italy,DF,Milan,Serie A,23,1999,18,1275,2,1,3,2,0,1.6,1.6,11,42,0.14,0.07,29,20,75.0,6,5,10,48,0,0,0,0,0,0,0,0,815,902,90.4,4946,92.8,94.5,76.5,3,46,0,116,2,100.0,0.0,11,4,0,2,2,11,45.5,0.35,0.18,0.40,66.0,0.56,0.07,0,2023-2024
920,Matteo Gabbia,Italy,DF,Villarreal,La Liga,23,1999,7,477,0,0,0,0,0,0.0,0.0,1,9,0.00,0.00,10,6,62.5,2,3,8,36,1,0,0,0,0,0,0,0,267,299,89.3,1745,91.2,95.4,69.0,1,15,1,56,0,0,0,1,1,0,0,0,0,0,0.00,0,0,77.3,0.94,0.19,0,2023-2024
921,Gianluca Gaetano,Italy,FW,Cagliari,Serie A,23,2000,11,745,4,1,5,3,1,1.3,0.5,17,41,0.48,0.12,7,4,28.6,0,4,3,4,0,0,0,0,0,0,0,0,171,236,72.5,927,83.5,73.6,50.0,16,30,10,5,30,33.3,46.7,17,14,6,15,4,13,38.5,0.60,0.23,0.60,14.3,4.11,0.36,0,2023-2024
