player,squad,age,pos,min,gls_per90,ast_per90,xg_per90,xag_per90,sh_per90,sot_per90,prgc_per90,prgp_per90,tkl_per90,int_per90,clr_per90,blk_per90,aer_won_per90,saves_per90,psxg_net_per90,tm_match_name,actual_value_m,contract_years_left,age_clean,league_de Bundesliga,league_eng Premier League,league_es La Liga,league_fr Ligue 1,league_it Serie A,pos_clean_CAM,pos_clean_CB,pos_clean_CDM,pos_clean_CM,pos_clean_FULLBACK,pos_clean_GK,pos_clean_ST,pos_clean_WINGER,pos_clean,league,predicted_value_m,pred_value_low_m,pred_value_high_m,surplus_value_m
Brenden Aaronson,Leeds United,25.0,MF,2646.0,0.13429004015535514,0.1678625501941939,0.0,0.0,1.5779079718254228,0.5707326706602593,0.0,0.0,0.0,0.5707326706602593,0.0,0.0,0.0,0.0,0.0,Brenden Aaronson,22.0,1.0,25.0,False,True,False,False,False,True,False,False,False,False,False,False,False,CAM,eng Premier League,20.24,9.9,24.06,-1.76
Himad Abdelli,Marseille,26.0,MF,4299.0,0.16039972630205432,0.018617825374345594,0.1191540823958118,0.0595770411979059,1.0168196935219516,0.2950209251627071,1.9921073150549782,3.8538898524895377,0.8936556179685884,0.8492592651528412,0.5212991104816765,0.5771525866047135,0.0,0.0,0.0,Himad Abdelli,5.0,4.0,26.0,False,False,False,True,False,False,False,False,True,False,False,False,False,CM,fr Ligue 1,9.06,5.68,26.58,4.06
Matthis Abline,Monaco,23.0,FW,5524.0,0.23646703138496977,0.12309242729628563,0.11931327382666285,0.053340051828390446,2.5665850849409737,0.7687877915346963,1.0527641808234955,0.6737690757270373,0.15440541318744605,0.22135041750647855,0.5053268067952779,0.37899510509645845,0.0,0.0,0.0,Matthis Abline,20.0,2.0,23.0,False,False,False,True,False,False,False,False,False,False,False,True,False,ST,fr Ligue 1,15.01,7.27,30.53,-4.99
Abdel Abqar,Getafe,27.0,DF,3991.0,0.0,0.07259559277819728,0.018071668840529964,0.006023889613509989,0.4247614471064735,0.04633761241161529,0.3212741127205327,1.5862909315576303,0.7228667536211987,1.3082652570879383,2.931626278574861,0.12047779227019977,0.0,0.0,0.0,Abdel Abqar,3.5,2.0,27.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,5.22,2.38,15.39,1.72
Ragnar Ache,Köln,28.0,FW,1910.0,0.3785632149125462,0.1851963929068571,0.0,0.0,2.4075531077891426,1.018580160987714,0.0,0.0,0.0,0.1851963929068571,0.0,0.0,0.0,0.0,0.0,Ragnar Ache,9.0,3.0,28.0,True,False,False,False,False,False,False,False,False,False,False,True,False,ST,de Bundesliga,8.55,6.49,14.6,-0.45
Akor Adams,Venezia,26.0,FW,3684.0,0.3491740787801778,0.09758576874205845,0.0931639135959339,0.01982210927573062,2.1362134688691232,1.035324015247776,0.21804320203303681,0.21804320203303681,0.07928843710292248,0.045743329097839895,0.11893265565438371,0.13875476493011435,0.0,0.0,0.0,Akor Adams,15.0,3.0,26.0,False,False,False,False,True,False,False,False,False,False,False,True,False,ST,it Serie A,17.31,8.97,28.96,2.31
Tyler Adams,Bournemouth,27.0,MF,4019.0,0.04991354842919126,0.10716732456855771,0.03053534727432878,0.019084592046455486,0.4213290705640557,0.18790982938048478,0.26718428865037686,1.4504289955306169,1.5840211398558055,1.3594101719244445,0.8015528659511304,0.26718428865037686,0.0,0.0,0.0,Tyler Adams,25.0,2.0,27.0,False,True,False,False,False,False,False,True,False,False,False,False,False,CDM,eng Premier League,22.8,10.71,32.36,-2.2
Junior Adamu,Schalke 04,25.0,MF,2131.0,0.12702268027702104,0.1861029966849378,0.21121213115830242,0.09216529359635015,1.7842255555190862,0.5730790691567926,0.30721764532116713,0.5376308793120426,0.3456198509863131,0.711917812715397,0.768044113302918,0.4608264679817507,0.0,0.0,0.0,Junior Adamu,3.0,3.0,25.0,True,False,False,False,False,True,False,False,False,False,False,False,False,CAM,de Bundesliga,4.65,3.1,14.19,1.65
Karim Adeyemi,Barcelona,24.0,MF,2874.0,0.5129491154477476,0.3816341418931242,0.14670344701805582,0.16004012401969728,2.308271019514864,0.9684479299653475,1.8137880722232358,0.7468539120919205,0.5334670800656575,0.4657577968265548,0.13336677001641437,0.5334670800656575,0.0,0.0,0.0,Karim Adeyemi,40.0,1.0,24.0,False,False,True,False,False,True,False,False,False,False,False,False,False,CAM,es La Liga,37.39,16.44,41.6,-2.61
Michel Aebischer,Union Berlin,29.0,MF,3912.0,0.023722401389233438,0.047444802778466875,0.00725626395435376,0.00725626395435376,0.6321322252542793,0.20931530637558918,0.14512527908707518,0.5986417762341851,0.32653187794591915,0.957268667824361,0.10884395931530637,0.07256263954353759,0.0,0.0,0.0,Michel Aebischer,4.0,3.0,29.0,True,False,False,False,False,False,False,False,True,False,False,False,False,CM,de Bundesliga,5.83,3.76,20.02,1.83
David Affengruber,Elche,25.0,DF,3399.0,0.025873877530313026,0.025873877530313026,0.0,0.0,0.36223428542438235,0.1034955101212521,0.0,0.0,0.0,1.2936938765156512,0.0,0.0,0.0,0.0,0.0,David Affengruber,20.0,1.0,25.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,9.6,3.36,18.07,-10.4
Julen Agirrezabala,Racing Sant,25.0,GK,3456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08384392131570462,0.0,0.0,1.928410190261206,0.0,Julen Agirrezabala,9.0,1.0,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,GK,es La Liga,7.68,3.21,14.9,-1.32
Lucien Agoume,Sevilla,24.0,MF,5430.0,0.031489083784288115,0.09446725135286434,0.012280742675872364,0.03411317409964546,0.4041099085650308,0.06297816756857623,0.3957128195558873,1.8421114013808546,0.9551688747900727,1.4338029483112524,0.5731013248740436,0.21832431423773094,0.0,0.0,0.0,Lucien Agoumé,15.0,2.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,CM,es La Liga,16.21,6.13,27.08,1.21
Marc Aguado,Elche,26.0,MF,2755.0,0.06995798319327731,0.06428571428571428,0.0,0.0,0.09642857142857143,0.06428571428571428,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,Marc Aguado,3.5,1.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False,False,CM,es La Liga,3.92,2.65,13.31,0.42
Nayef Aguerd,Marseille,30.0,DF,3634.0,0.027502157031924074,0.0,0.05047454702329594,0.0021031061259706644,0.6454918032786885,0.16015962036238138,0.5468075927523727,1.5773295944779984,0.6309318377911993,0.8784512510785161,1.9138265746333047,0.21031061259706643,0.0,0.0,0.0,Nayef Aguerd,15.0,4.0,30.0,False,False,False,True,False,False,True,False,False,False,False,False,False,CB,fr Ligue 1,10.82,4.06,14.71,-4.18
Ruben Aguilar,Lens,33.0,MF,3122.0,0.08560673520602283,0.14571359184003885,0.018942766939205054,0.04498907148061199,0.6629968428721768,0.16392779082004372,0.7577106775682022,1.7522059418764673,0.8050675949162147,1.0509592811462802,0.5446045495021453,0.6866753015461832,0.0,0.0,0.0,Ruben Aguilar,2.5,2.0,33.0,False,False,False,True,False,False,False,False,True,False,False,False,False,CM,fr Ligue 1,2.68,1.37,5.6,0.18
Ola Aina,Nottingham,29.0,MF,4889.0,0.03247699546154807,0.016238497730774036,0.00974309863846442,0.02273389682308365,0.4334429778906608,0.05371195403256027,1.0879793479618602,1.7375192571928215,0.8931173751925718,1.0879793479618602,1.8674272390390139,0.7469708956156056,0.0,0.0,0.0,Ola Aina,18.0,2.0,29.0,False,True,False,False,False,False,False,False,True,False,False,False,False,CM,eng Premier League,13.72,6.1,17.84,-4.28
Abdelhamid Ait Boudlal,Rennes,20.0,DF,1673.0,0.10461180814331132,0.05230590407165566,0.0,0.0,0.6799767529315237,0.20922361628662264,0.0,0.0,0.0,0.941506273289802,0.0,0.0,0.0,0.0,0.0,Abdelhamid Ait Boudlal,12.0,2.0,20.0,False,False,False,True,False,False,True,False,False,False,False,False,False,CB,fr Ligue 1,10.81,3.8,17.79,-1.19
Kristoffer Ajer,Brentford,28.0,DF,3698.0,0.0,0.026169950738916252,0.02001231527093596,0.02401477832512315,0.4418103448275862,0.13854679802955663,0.5403325123152709,1.1206896551724137,0.5203201970443349,0.6326970443349753,1.0006157635467978,0.36022167487684725,0.0,0.0,0.0,Kristoffer Ajer,18.0,4.0,28.0,False,True,False,False,False,False,True,False,False,False,False,False,False,CB,eng Premier League,17.58,12.96,25.88,-0.42
Ludovic Ajorque,Brest,32.0,FW,5760.0,0.32763931671800617,0.18045365443853262,0.1362979557546906,0.04062727527303277,1.637188462615514,0.6189862783534025,0.13105572668720247,0.5373284794175303,0.3407448893867265,0.2671520582469896,0.3407448893867265,0.20968916269952395,0.0,0.0,0.0,Ludovic Ajorque,3.0,1.0,32.0,False,False,False,True,False,False,False,False,False,False,False,True,False,ST,fr Ligue 1,3.21,2.78,8.64,0.21
Manuel Akanji,Inter,31.0,DF,5246.0,0.037154409354168944,0.021855534914217028,0.02272975631078571,0.0056824390776964275,0.6403671729865589,0.139875423450989,0.6534804939350892,2.244563435690089,0.2699158561905803,0.815211452300295,0.9091902524314284,0.08523658616544642,0.0,0.0,0.0,Manuel Akanji,17.0,2.0,31.0,False,False,False,False,True,False,True,False,False,False,False,False,False,CB,it Serie A,14.32,2.57,16.95,-2.68
Ilias Akhomach,Villarreal,22.0,MF,1664.0,0.04414927738575903,0.1935776008452511,0.026489566431455416,0.04414927738575903,2.136145805818648,0.7267650277348023,1.3244783215727707,0.5297913286291084,0.5297913286291084,0.24791517301233917,0.5739406060148673,0.30904494170031316,0.0,0.0,0.0,Ilias Akhomach,12.0,2.0,22.0,False,False,True,False,False,True,False,False,False,False,False,False,False,CAM,es La Liga,7.94,3.35,12.87,-4.06
Ebenezer Akinsanmiro,Monza,21.0,MF,1709.0,0.0,0.11156526400428841,0.0,0.0,0.6663763066202092,0.1537791476815867,0.0,0.0,0.0,1.3840123291342805,0.0,0.0,0.0,0.0,0.0,Ebenezer Akinsanmiro,7.0,3.0,21.0,False,False,False,False,True,False,False,False,True,False,False,False,False,CM,it Serie A,8.4,5.49,18.35,1.4
Maghnes Akliouche,Paris SG,24.0,FW,5033.0,0.1961680022971103,0.2725208175624526,0.1404891800882299,0.11147511028739981,1.8900258424913203,0.639014330836096,1.9393615077396955,2.6418074081808447,0.7787987157064918,0.588504006891331,0.1985173196898901,0.519199143804328,0.0,0.0,0.0,Maghnes Akliouche,50.0,2.0,24.0,False,False,False,True,False,False,False,False,False,False,False,True,False,ST,fr Ligue 1,48.82,18.56,65.47,-1.18
Clément Akpa,Auxerre,24.0,DF,4880.0,0.0,0.015732996261732513,0.004719898878519753,0.014159696635559263,0.21784148670091164,0.015732996261732513,0.4247908990667778,1.1642417233682056,0.8653147943952881,1.1339859613264125,2.218352472904284,0.3146599252346502,0.0,0.0,0.0,Clément Akpa,9.0,2.0,24.0,False,False,False,True,False,False,True,False,False,False,False,False,False,CB,fr Ligue 1,8.77,4.6,18.1,-0.23
Carles Aleñá,Alavés,28.0,MF,3649.0,0.0,0.1825005780963731,0.03329835109126808,0.02913605720485957,1.2054643447944644,0.2401323396004909,0.43704085807289356,1.4568028602429783,0.5202867358010637,0.3682029207207528,0.22892616375246805,0.4578523275049361,0.0,0.0,0.0,Carles Aleñá,3.0,3.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False,False,CM,es La Liga,4.14,3.22,26.73,1.14
Trent Alexander-Arnold,Real Madrid,27.0,DF,3742.0,0.06405577049419665,0.2726476385137601,0.040568654646324545,0.15586904153587852,1.2400540185414992,0.22665888021023434,1.088948098401343,4.953646251551209,1.5373384918607198,1.0248923279071467,1.1743557923936052,0.7686692459303599,0.0,0.0,0.0,Trent Alexander-Arnold,60.0,5.0,27.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,49.34,10.16,59.97,-10.66
Jim Allevinah,Angers,31.0,MF,2242.0,0.08387437482526174,0.10903668727284024,0.15265136218197634,0.0908639060607002,1.509738746854711,0.4109844366437825,2.0716970581839647,1.744586996365444,0.6905656860613215,0.436146749091361,0.6178745612127613,0.47249231151564103,0.0,0.0,0.0,Jim Allevinah,1.0,1.0,31.0,False,False,False,True,False,False,False,False,True,False,False,False,False,CM,fr Ligue 1,1.73,1.11,4.81,0.73
Pontus Almqvist,Parma,27.0,FW,1660.0,0.12351840299438552,0.18714909544603867,0.10218340611353713,0.06325639426076107,1.5832813474734873,0.5651902682470369,2.0436681222707422,0.5839051777916406,0.827199001871491,1.3063006862133502,0.38927011852776044,0.5352464129756707,0.0,0.0,0.0,Pontus Almqvist,1.8,1.0,27.0,False,False,False,False,True,False,False,False,False,False,False,True,False,ST,it Serie A,2.12,1.77,7.82,0.32
Marcos Alonso,Celta Vigo,35.0,DF,5825.0,0.05620796948710228,0.0,0.05219311452373784,0.016962762220214797,0.814011843822142,0.18167218709224128,0.8350898323798054,2.805379905650908,0.456689752082706,0.9555354812807388,1.6440831074977416,0.313158687142427,0.0,0.0,0.0,Marcos Alonso,1.2,2.0,35.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,3.41,1.77,6.41,2.21
Adrià Altimira,Dep. A Coruña,25.0,MF,1877.0,0.0,0.0,0.013446730260889552,0.022411217101482587,0.3137570394207562,0.08964486840593035,1.030915986668199,1.8825422365245374,1.8377198023215724,0.6723365130444776,2.4204114469601197,0.49304677623261695,0.0,0.0,0.0,Adrià Altimira,2.0,3.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,CM,es La Liga,2.15,1.97,7.03,0.15
Hugo Álvarez,Celta Vigo,23.0,FW,3191.0,0.22132961718173622,0.20841872284613494,0.059943437986720235,0.026375112714156903,1.0384047872776458,0.46663660955816055,1.7743257644069188,1.4386425116812853,0.6234117550618904,0.5053692925649642,0.6953438806459546,0.791253381424707,0.0,0.0,0.0,Hugo Álvarez,8.0,2.0,23.0,False,False,True,False,False,False,False,False,False,False,False,True,False,ST,es La Liga,8.23,5.58,23.15,0.23
Yeray Álvarez,Athletic Club,31.0,DF,2609.0,0.03064913291769267,0.04715251218106564,0.015324566458846335,0.006129826583538536,0.3159218316131398,0.06129826583538534,0.5823335254361608,3.21815895635773,0.7662283229423167,1.603185414156232,3.9537381463823547,0.39843872793000473,0.0,0.0,0.0,Yeray Álvarez,0.9,2.0,31.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,1.56,1.39,3.02,0.66
Nadiem Amiri,Mainz 05,29.0,MF,4909.0,0.35580273385151434,0.1194049852586438,0.08623693379790941,0.1034843205574913,2.0479764138300727,0.8273921200750468,0.7839721254355401,3.1986062717770034,0.7839721254355401,0.6404449209327258,0.47038327526132406,0.5644599303135889,0.0,0.0,0.0,Nadiem Amiri,17.0,2.0,29.0,True,False,False,False,False,True,False,False,False,False,False,False,False,CAM,de Bundesliga,16.37,5.57,27.65,-0.63
Samuel Amo-Ameyaw,Strasbourg,20.0,MF,1539.0,0.3571003451970004,0.12141411736698013,0.03249613141292703,0.03249613141292704,1.4962504463754314,0.6284966075467208,0.5570765385073206,0.5570765385073205,0.27853826925366026,0.3213903106773003,0.09284608975122009,0.13926913462683013,0.0,0.0,0.0,Samuel Amo-Ameyaw,8.0,3.0,20.0,False,False,False,True,False,True,False,False,False,False,False,False,False,CAM,fr Ligue 1,9.75,7.28,24.38,1.75
Mohamed Amoura,Nice,26.0,MF,4573.0,0.3761288248531432,0.22094280620744075,0.14874185346465207,0.06838705906420786,2.589502294181255,0.8522079668001288,1.3848379460502092,1.0429026507291699,0.49580617821550704,0.3103720372914049,0.41032235438524717,0.7180641201741824,0.0,0.0,0.0,Mohamed Amoura,20.0,3.0,26.0,False,False,False,True,False,True,False,False,False,False,False,False,False,CAM,fr Ligue 1,23.48,17.77,32.35,3.48
Ethan Ampadu,Leeds United,26.0,MF,3569.0,0.02466826822307853,0.02466826822307853,0.0,0.0,0.6413749738000417,0.14800960933847118,0.0,0.0,0.0,1.2334134111539266,0.0,0.0,0.0,0.0,0.0,Ethan Ampadu,30.0,4.0,26.0,False,True,False,False,False,False,False,False,True,False,False,False,False,CM,eng Premier League,28.24,21.85,36.6,-1.76
Joachim Andersen,Fulham,30.0,DF,5739.0,0.0,0.017496912309592424,0.013379991766158915,0.0066899958830794574,0.5475504322766571,0.13688760806916428,0.22745986002470153,1.5520790448744337,0.3746397694524496,1.0498147385755456,2.6090983944009882,0.10703993412927132,0.0,0.0,0.0,Joachim Andersen,20.0,3.0,30.0,False,True,False,False,False,False,True,False,False,False,False,False,False,CB,eng Premier League,19.65,10.18,21.72,-0.35
Elliot Anderson,Manchester City,23.0,MF,6472.0,0.08430409263485167,0.1309403991988122,0.02448406094607927,0.03847495291526742,1.1372083985211907,0.23407838486910942,0.6062719853314865,1.6672479596615881,1.0726350509710916,0.986537254237626,0.8860898247152496,0.4080676824346544,0.0,0.0,0.0,Elliot Anderson,75.0,2.0,23.0,False,True,False,False,False,False,False,False,True,False,False,False,False,CM,eng Premier League,65.31,22.86,74.48,-9.69
Benjamin André,Lille,36.0,MF,5242.0,0.03873417721518987,0.08316455696202532,0.02073417721518987,0.028139240506329113,0.7598734177215188,0.17544303797468352,0.42949367088607593,3.095316455696203,1.5254430379746835,1.31126582278481,0.829367088607595,0.4591139240506329,0.0,0.0,0.0,Benjamin André,3.0,2.0,36.0,False,False,False,True,False,False,False,True,False,False,False,False,False,CDM,fr Ligue 1,2.61,1.82,3.82,-0.39
Jaidon Anthony,Brentford,26.0,MF,2990.0,0.27191385521168226,0.059263276135879464,0.0,0.0,1.629740093736685,0.6815276755626137,0.0,0.0,0.0,0.4741062090870357,0.0,0.0,0.0,0.0,0.0,Jaidon Anthony,20.0,4.0,26.0,False,True,False,False,False,True,False,False,False,False,False,False,False,CAM,eng Premier League,29.76,18.96,35.65,9.76
Waldemar Anton,Dortmund,30.0,DF,5189.0,0.06626010773402703,0.050799415929420715,0.024405806348699953,0.011485085340564685,0.5731499318993337,0.1557112531749635,0.4594034136225874,1.679693731057585,0.48811612697399903,1.0502227075843282,1.6079119476790558,0.2584144201627054,0.0,0.0,0.0,Waldemar Anton,18.0,2.0,30.0,True,False,False,False,False,False,True,False,False,False,False,False,False,CB,de Bundesliga,10.28,2.23,16.79,-7.72
Antony,Real Betis,26.0,MF,4471.0,0.2528019229156768,0.1609882892199335,0.06376645518320802,0.05886134324603817,2.7254814276530923,1.053970205986752,1.6186869392660497,1.1935772380446632,0.5068615668408842,0.666592135051287,0.14715335811509545,0.3106570893540904,0.0,0.0,0.0,Antony,5.0,0.0,26.0,False,False,True,False,False,True,False,False,False,False,False,False,False,CAM,es La Liga,7.1,5.21,25.4,2.1
Jon Aramburu,Real Sociedad,24.0,DF,5829.0,0.029656967739809536,0.0128513526872508,0.00514054107490032,0.014136487955975881,0.49428279566349226,0.1225821333245461,0.33413516986852076,1.2465812106633274,1.3108379740995815,1.1754044880877847,1.2594325633505783,0.47550004942827956,0.0,0.0,0.0,Jon Aramburu,15.0,4.0,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,14.48,8.26,21.72,-0.52
Ronald Araújo,Liverpool,27.0,DF,2111.0,0.17077292537578936,0.03468825046695722,0.03468825046695722,0.013875300186782891,0.6830917015031575,0.2961842924486347,0.2081295028017433,1.6997242728809037,0.4162590056034866,0.7658098372320555,0.8672062616739304,0.0,0.0,0.0,0.0,Ronald Araujo,20.0,5.0,27.0,False,True,False,False,False,False,True,False,False,False,False,False,False,CB,eng Premier League,31.14,14.7,25.95,11.14
Cameron Archer,Auxerre,25.0,FW,1693.0,0.32557943885921,0.0,0.280528330458924,0.02460774828587052,1.378033904008749,0.4921549657174104,1.082740924578303,0.6890169520043745,0.6398014554326337,0.09843099314348208,0.5413704622891515,0.3937239725739283,0.0,0.0,0.0,Cameron Archer,10.0,2.0,25.0,False,False,False,True,False,False,False,False,False,False,False,True,False,ST,fr Ligue 1,7.19,2.16,11.74,-2.81
Carlens Arcus,Angers,30.0,DF,4414.0,0.026536539340419572,0.08491692588934263,0.0,0.02414825079978181,0.2547507776680279,0.022556058439356635,0.6727012722796362,1.2074125399890905,0.8969350297061817,1.119841960165706,1.4316462974156359,0.3449750114254545,0.0,0.0,0.0,Carlens Arcus,1.8,1.0,30.0,False,False,False,True,False,False,True,False,False,False,False,False,False,CB,fr Ligue 1,1.93,1.52,6.29,0.13
Jesús Areso,Athletic Club,27.0,DF,4926.0,0.0,0.06956617758699224,0.003229858245110354,0.05652251928943119,0.19254924153542494,0.0,1.6310784137807288,1.7118248699084875,0.8559124349542437,0.5515604080111527,1.4857347927507627,1.0174053472097615,0.0,0.0,0.0,Jesús Areso,5.0,5.0,27.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,5.11,4.53,18.56,0.11
Arthur,Werder Bremen,23.0,DF,2123.0,0.045282348762874396,0.17047472475435063,0.003462767846572748,0.013851071386290992,0.4874511660944714,0.09056469752574879,0.5194151769859122,0.865691961643187,0.48478749852018477,1.1267313839232864,1.0042026755060969,0.45015982005445726,0.0,0.0,0.0,Arthur,8.0,5.0,23.0,True,False,False,False,False,False,True,False,False,False,False,False,False,CB,de Bundesliga,8.71,5.74,20.42,0.71
Iago Aspas,Celta Vigo,39.0,FW,3106.0,0.45498547918683446,0.2245885769603098,0.21897386253630202,0.11577928363988382,2.0793804453049374,0.8480154888673765,1.2584704743465633,3.3223620522749275,0.32720232333010646,0.5963213939980638,0.12584704743465636,0.6795740561471442,0.0,0.0,0.0,Iago Aspas,1.6,1.0,39.0,False,False,True,False,False,False,False,False,False,False,False,True,False,ST,es La Liga,5.93,4.12,7.8,4.33
Arthur Atta,Fiorentina,23.0,MF,4140.0,0.11525944675465558,0.0867835834387995,0.02291629000180799,0.024679081540408602,1.7722834930392333,0.5844331947206653,0.5464653769661905,1.0047911770023505,0.3525583077201229,0.6535888627734587,0.2644187307900922,0.3878141384921352,0.0,0.0,0.0,Arthur Atta,25.0,3.0,23.0,False,False,False,False,True,True,False,False,False,False,False,False,False,CAM,it Serie A,18.65,8.02,29.05,-6.35
Noah Atubolu,Frankfurt,24.0,GK,5727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02622994922150856,0.0,0.01715035141406329,0.1704946699398056,0.01311497461075428,0.0,2.777348084877425,0.0,Noah Atubolu,25.0,1.0,24.0,True,False,False,False,False,False,False,False,False,False,True,False,False,GK,de Bundesliga,10.41,5.98,13.66,-14.59
Pierre-Emerick Aubameyang,Dep. A Coruña,37.0,FW,2599.0,0.5298388679327563,0.24529577219109086,0.0,0.0,2.0016135010793015,1.1342476506116044,0.0,0.0,0.0,0.23352157512591848,0.0,0.0,0.0,0.0,0.0,Pierre-Emerick Aubameyang,2.5,1.0,37.0,False,False,True,False,False,False,False,False,False,False,False,True,False,ST,es La Liga,2.59,2.49,5.06,0.09
Emil Audero,Rayo Vallecano,29.0,GK,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07008086253369274,0.0,0.0,3.098382749326146,0.0,Emil Audero,2.8,2.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False,False,GK,es La Liga,3.23,2.24,7.34,0.43
Carlos Augusto,Inter,27.0,MF,3544.0,0.12616201859229748,0.1045816733067729,0.060424966799468786,0.034528552456839307,1.0823373173970785,0.298804780876494,0.6689907038512616,1.7264276228419653,0.6258300132802125,0.7304116865869853,1.0790172642762283,0.4100265604249667,0.0,0.0,0.0,Carlos Augusto,23.0,2.0,27.0,False,False,False,False,True,False,False,False,True,False,False,False,False,CM,it Serie A,11.44,2.69,22.68,-11.56
Leon Avdullahu,Hoffenheim,22.0,MF,3183.0,0.0326335255085391,0.02773849668225824,0.0,0.0,0.3883389535516154,0.05547699336451648,0.0,0.0,0.0,0.9153703905145218,0.0,0.0,0.0,0.0,0.0,Leon Avdullahu,30.0,5.0,22.0,True,False,False,False,False,False,False,False,True,False,False,False,False,CM,de Bundesliga,20.64,10.55,29.43,-9.36
Arthur Avom,Lorient,21.0,MF,2435.0,0.07226696266206929,0.036133481331034646,0.0,0.0,0.7588031079517276,0.21680088798620784,0.0,0.0,0.0,1.01173747726897,0.0,0.0,0.0,0.0,0.0,Arthur Avom,20.0,1.0,21.0,False,False,False,True,False,False,False,False,True,False,False,False,False,CM,fr Ligue 1,8.64,3.83,15.51,-11.36
Yasin Ayari,Brighton,22.0,MF,4227.0,0.1343118249792301,0.08861811132650237,0.04320132927166989,0.041401273885350316,1.469122126834672,0.3793962891165882,0.5400166158958737,1.3500415397396843,1.0620326779285516,0.9720299086125725,0.4680144004430905,0.25200775408474113,0.0,0.0,0.0,Yasin Ayari,35.0,1.0,22.0,False,True,False,False,False,False,False,False,True,False,False,False,False,CM,eng Premier League,30.09,13.37,35.73,-4.91
Neil El Aynaoui,RB Leipzig,25.0,MF,2841.0,0.25499332662092866,0.09904699463788137,0.10958390896106027,0.05479195448053013,0.65328868803709,0.33507387547708806,0.3013557496429157,2.0546982930198796,1.0684431123703375,1.4667384737864988,0.7944833399676867,0.4657316130845061,0.0,0.0,0.0,Neil El Aynaoui,23.0,4.0,25.0,True,False,False,False,False,True,False,False,False,False,False,False,False,CAM,de Bundesliga,19.86,6.8,26.14,-3.14
Mio Backhaus,Freiburg,22.0,GK,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7243589743589745,0.0,Mio Backhaus,15.0,2.0,22.0,True,False,False,False,False,False,False,False,False,False,True,False,False,GK,de Bundesliga,5.79,4.04,10.56,-9.21
Ridle Baku,RB Leipzig,28.0,DF,5211.0,0.14247484075232747,0.11646752855150579,0.04262937695525989,0.041159398439561276,1.091176359730127,0.27703441257397005,0.5438920508084882,1.2494817383438244,0.6908899023783499,0.9487015189777996,0.88198710941917,0.6467905469073914,0.0,0.0,0.0,Ridle Baku,12.0,1.0,28.0,True,False,False,False,False,False,True,False,False,False,False,False,False,CB,de Bundesliga,11.22,3.88,19.44,-0.78
Dilane Bakwa,Lille,24.0,MF,3331.0,0.21946099531392463,0.3664044443502046,0.11660058098852867,0.16373698606899767,1.64691164309493,0.6755581942706897,2.654523865057993,3.2003138186213183,0.6450244905748393,0.4045715739700176,0.6698331248277178,0.5705985878162041,0.0,0.0,0.0,Dilane Bakwa,28.0,4.0,24.0,False,False,False,True,False,True,False,False,False,False,False,False,False,CAM,fr Ligue 1,35.01,23.31,49.2,7.01
Tommaso Baldanzi,Genoa,23.0,MF,1937.0,0.08834789437518406,0.13841170118778834,0.05359772258761167,0.03828408756257976,1.7669578875036813,0.5035829979385491,1.4930794149406106,0.8805340139393346,0.4594090507509571,0.5300873662511044,0.3062727005006381,0.5359772258761166,0.0,0.0,0.0,Tommaso Baldanzi,8.5,1.0,23.0,False,False,False,False,True,True,False,False,False,False,False,False,False,CAM,it Serie A,5.67,2.59,11.52,-2.83
Leonardo Balerdi,Roma,27.0,DF,4453.0,0.0,0.02278616745599142,0.015682244660888214,0.012197301402913054,0.7170940934679653,0.13135555356983292,0.22652131176838533,1.8295952104369586,0.940934679653293,1.2773657403270486,1.2545795728710574,0.20909659547850953,0.0,0.0,0.0,Leonardo Balerdi,18.0,2.0,27.0,False,False,False,False,True,False,True,False,False,False,False,False,False,CB,it Serie A,13.26,2.81,21.75,-4.74
Iván Balliu,Rayo Vallecano,34.0,DF,1995.0,0.0,0.0,0.0,0.019661222020568664,0.24500907441016337,0.0,0.3145795523290986,1.808832425892317,0.6684815486993345,0.9739866908650938,1.5335753176043556,0.7864488808227466,0.0,0.0,0.0,Iván Balliu,1.0,1.0,34.0,False,False,True,False,False,False,True,False,False,False,False,False,False,CB,es La Liga,0.73,0.81,1.73,-0.27
