Rk,player,Nation,Pos,Squad,league,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Rk_sht,Nation_sht,Pos_sht,Age_sht,Born_sht,90s_sht,Gls_sht,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_sht,PKatt_sht,Matches_sht
1585,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22,2000,37,37,3284,36.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,1585,ge GEO,GK,22,2000,36.5,0,0,0,,0.00,0.00,,,0,0,Matches
1588,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27,1996,36,34,2869,31.9,4,1,5,4,0,0,9,0,0.13,0.03,0.16,0.13,0.16,Matches,1588,it ITA,DF,27,1996,31.9,4,19,7,36.8,0.60,0.22,0.21,0.57,0,0,Matches
1590,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38,1985,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1590,fr FRA,GK,38,1985,34.0,0,0,0,,0.00,0.00,,,0,0,Matches
1591,Christos Mandas,gr GRE,GK,Lazio,it Serie A,21,2001,9,8,721,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1591,gr GRE,GK,21,2001,8.0,0,0,0,,0.00,0.00,,,0,0,Matches
1592,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29,1994,16,7,731,8.1,2,1,3,2,0,0,2,0,0.25,0.12,0.37,0.25,0.37,Matches,1592,mz MOZ,DF,29,1994,8.1,2,5,3,60.0,0.62,0.37,0.40,0.67,0,0,Matches
1593,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31,1991,16,12,1113,12.4,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,1593,dz ALG,DF,31,1991,12.4,1,4,2,50.0,0.32,0.16,0.25,0.50,0,0,Matches
1594,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26,1997,33,16,1588,17.6,3,3,6,3,0,0,5,0,0.17,0.17,0.34,0.17,0.34,Matches,1594,it ITA,MF,26,1997,17.6,3,30,11,36.7,1.70,0.62,0.10,0.27,0,0,Matches
1596,Orel Mangala,be BEL,MF,Nottingham,eng Premier League,25,1998,20,19,1563,17.4,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,1596,be BEL,MF,25,1998,17.4,1,10,1,10.0,0.58,0.06,0.10,1.00,0,0,Matches
1599,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,es La Liga,29,1994,12,10,744,8.3,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches,1599,es ESP,"DF,MF",29,1994,8.3,0,1,0,0.0,0.12,0.00,0.00,,0,0,Matches
1605,Solly March,eng ENG,"MF,DF",Brighton,eng Premier League,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65,Matches,1605,eng ENG,"MF,DF",29,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.50,0,0,Matches
1606,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25,1998,13,13,1148,12.8,0,4,4,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches,1606,it ITA,DF,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.00,0.00,0,0,Matches
1607,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31,1992,31,25,2272,25.2,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,1607,it ITA,DF,31,1992,25.2,1,16,6,37.5,0.63,0.24,0.06,0.17,0,0,Matches
1608,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34,1989,28,26,2258,25.1,1,5,6,1,0,0,5,0,0.04,0.20,0.24,0.04,0.24,Matches,1608,es ESP,DF,34,1989,25.1,1,5,2,40.0,0.20,0.08,0.20,0.50,0,0,Matches
1611,Pablo Marí,es ESP,DF,Monza,it Serie A,29,1993,34,30,2615,29.1,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,1611,es ESP,DF,29,1993,29.1,0,8,2,25.0,0.28,0.07,0.00,0.00,0,0,Matches
1612,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28,1995,22,14,1326,14.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1612,uy URU,DF,28,1995,14.7,0,7,1,14.3,0.48,0.07,0.00,0.00,0,0,Matches
1615,Rafa Marín,es ESP,DF,Alavés,es La Liga,21,2002,33,27,2443,27.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,1615,es ESP,DF,21,2002,27.1,0,13,3,23.1,0.48,0.11,0.00,0.00,0,0,Matches
1616,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27,1996,30,20,1818,20.2,0,3,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches,1616,ro ROU,MF,27,1996,20.2,0,35,9,25.7,1.73,0.45,0.00,0.00,0,0,Matches
1618,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29,1994,23,21,1767,19.6,1,0,1,1,0,0,0,1,0.05,0.00,0.05,0.05,0.05,Matches,1618,cl CHI,DF,29,1994,19.6,1,11,5,45.5,0.56,0.25,0.09,0.20,0,0,Matches
1619,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,22,2001,36,36,3178,35.3,0,1,1,0,0,0,6,1,0.00,0.03,0.03,0.00,0.03,Matches,1619,es ESP,DF,22,2001,35.3,0,3,0,0.0,0.08,0.00,0.00,,0,0,Matches
1620,Omar Marmoush,eg EGY,"FW,MF",Frankfurt,de Bundesliga,24,1999,29,27,2301,25.6,12,6,18,10,2,2,7,0,0.47,0.23,0.70,0.39,0.63,Matches,1620,eg EGY,"FW,MF",24,1999,25.6,12,78,33,42.3,3.05,1.29,0.15,0.36,2,2,Matches
1621,Marquinhos,br BRA,DF,PSG,fr Ligue 1,29,1994,21,18,1537,17.1,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,1621,br BRA,DF,29,1994,17.1,0,4,0,0.0,0.23,0.00,0.00,,0,0,Matches
1624,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23,2000,18,6,731,8.1,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,1624,ar ARG,MF,23,2000,8.1,1,15,4,26.7,1.85,0.49,0.07,0.25,0,0,Matches
1625,Eric Martel,de GER,MF,Köln,de Bundesliga,21,2002,30,29,2457,27.3,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches,1625,de GER,MF,21,2002,27.3,1,27,9,33.3,0.99,0.33,0.04,0.11,0,0,Matches
1626,Roger Martí,es ESP,FW,Cádiz,es La Liga,32,1991,23,18,1359,15.1,2,3,5,2,0,0,3,0,0.13,0.20,0.33,0.13,0.33,Matches,1626,es ESP,FW,32,1991,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,0,0,Matches
1628,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,26,1997,22,17,1376,15.3,0,1,1,0,0,0,4,1,0.00,0.07,0.07,0.00,0.07,Matches,1628,es ESP,"MF,DF",26,1997,15.3,0,5,0,0.0,0.33,0.00,0.00,,0,0,Matches
1629,Iván Martín,es ESP,MF,Girona,es La Liga,24,1999,36,33,2729,30.3,5,4,9,5,0,0,5,0,0.16,0.13,0.30,0.16,0.30,Matches,1629,es ESP,MF,24,1999,30.3,5,19,11,57.9,0.63,0.36,0.26,0.45,0,0,Matches
1631,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33,1990,31,9,1208,13.4,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,1631,fr FRA,MF,33,1990,13.4,0,10,3,30.0,0.75,0.22,0.00,0.00,0,0,Matches
1633,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22,2001,35,24,2019,22.4,6,4,10,6,0,0,1,0,0.27,0.18,0.45,0.27,0.45,Matches,1633,br BRA,FW,22,2001,22.4,6,58,22,37.9,2.59,0.98,0.10,0.27,0,0,Matches
1635,Arnau Martinez,es ESP,DF,Girona,es La Liga,20,2003,21,14,1241,13.8,0,2,2,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,Matches,1635,es ESP,DF,20,2003,13.8,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
1636,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1636,ar ARG,GK,30,1992,33.5,0,0,0,,0.00,0.00,,,0,0,Matches
1637,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32,1991,20,13,1296,14.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1637,es ESP,DF,32,1991,14.4,0,8,1,12.5,0.56,0.07,0.00,0.00,0,0,Matches
1638,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36,36,3239,36.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,1638,es ESP,GK,25,1998,36.0,0,0,0,,0.00,0.00,,,0,0,Matches
1639,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25,1997,33,31,2656,29.5,24,3,27,22,2,3,5,0,0.81,0.10,0.91,0.75,0.85,Matches,1639,ar ARG,FW,25,1997,29.5,24,109,47,43.1,3.69,1.59,0.22,0.51,2,3,Matches
1640,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25,1998,11,8,646,7.2,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches,1640,ar ARG,DF,25,1998,7.2,0,0,0,,0.00,0.00,,,0,0,Matches
1642,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27,1996,29,26,2291,25.5,5,1,6,5,0,0,9,0,0.20,0.04,0.24,0.20,0.24,Matches,1642,ar ARG,DF,27,1996,25.5,5,24,7,29.2,0.94,0.27,0.21,0.71,0,0,Matches
1643,Adam Marušić,me MNE,"DF,MF",Lazio,it Serie A,30,1992,37,37,3100,34.4,1,0,1,1,0,0,3,1,0.03,0.00,0.03,0.03,0.03,Matches,1643,me MNE,"DF,MF",30,1992,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,0,0,Matches
1644,Marvin,es ESP,"MF,DF",Las Palmas,es La Liga,23,2000,31,17,1855,20.6,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,1644,es ESP,"MF,DF",23,2000,20.6,0,14,3,21.4,0.68,0.15,0.00,0.00,0,0,Matches
1645,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,30,1993,29,18,1571,17.5,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,1645,gq EQG,MF,30,1993,17.5,0,6,0,0.0,0.34,0.00,0.00,,0,0,Matches
1647,Adam Masina,ma MAR,DF,Torino,it Serie A,29,1994,16,10,1024,11.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1647,ma MAR,DF,29,1994,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,0,0,Matches
1648,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,24,1998,29,24,2219,24.7,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,1648,rs SRB,"DF,MF",24,1998,24.7,0,17,3,17.6,0.69,0.12,0.00,0.00,0,0,Matches
1651,Clinton Mata,ao ANG,"DF,MF",Lyon,fr Ligue 1,30,1992,28,25,2220,24.7,0,3,3,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,Matches,1651,ao ANG,"DF,MF",30,1992,24.7,0,14,0,0.0,0.57,0.00,0.00,,0,0,Matches
1652,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,34,1988,35,22,1787,19.9,5,1,6,5,0,0,10,1,0.25,0.05,0.30,0.25,0.30,Matches,1652,es ESP,"FW,MF",34,1988,19.9,5,33,13,39.4,1.66,0.65,0.15,0.38,0,0,Matches
1653,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20,2002,34,27,2069,23.0,3,3,6,3,0,0,9,0,0.13,0.13,0.26,0.13,0.26,Matches,1653,sn SEN,MF,20,2002,23.0,3,36,14,38.9,1.57,0.61,0.08,0.21,0,0,Matches
1655,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26,1997,35,25,2282,25.4,16,5,21,14,2,2,3,0,0.63,0.20,0.83,0.55,0.75,Matches,1655,fr FRA,FW,26,1997,25.4,16,46,29,63.0,1.81,1.14,0.35,0.55,2,2,Matches
1656,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,34,1988,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,1656,rs SRB,MF,34,1988,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,0,0,Matches
1657,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,34,1988,15,15,1254,13.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1657,rs SRB,MF,34,1988,13.9,0,6,2,33.3,0.43,0.14,0.00,0.00,0,0,Matches
1658,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1658,cm CMR,DF,31,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,,0,0,Matches
1660,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21,2002,14,13,1180,13.1,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,1660,fr FRA,DF,21,2002,13.1,1,5,2,40.0,0.38,0.15,0.20,0.50,0,0,Matches
1665,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25,1998,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,1665,nl NED,MF,25,1998,15.4,1,12,2,16.7,0.78,0.13,0.08,0.50,0,0,Matches
1666,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25,1998,12,9,794,8.8,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,1666,nl NED,MF,25,1998,8.8,0,6,1,16.7,0.68,0.11,0.00,0.00,0,0,Matches
1667,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,26,1996,29,13,1321,14.7,6,3,9,6,0,0,8,0,0.41,0.20,0.61,0.41,0.61,Matches,1667,fr FRA,FW,26,1996,14.7,6,37,16,43.2,2.52,1.09,0.16,0.38,0,0,Matches
1670,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,25,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,1670,gr GRE,DF,25,1997,16.7,1,12,3,25.0,0.72,0.18,0.08,0.33,0,0,Matches
1671,Christian Mawissa,fr FRA,"DF,MF",Toulouse,fr Ligue 1,18,2005,17,12,1118,12.4,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,1671,fr FRA,"DF,MF",18,2005,12.4,2,5,2,40.0,0.40,0.16,0.40,1.00,0,0,Matches
1672,Philipp Max,de GER,"MF,DF",Frankfurt,de Bundesliga,29,1993,23,17,1350,15.0,1,2,3,1,0,0,2,0,0.07,0.13,0.20,0.07,0.20,Matches,1672,de GER,"MF,DF",29,1993,15.0,1,8,2,25.0,0.53,0.13,0.13,0.50,0,0,Matches
1673,Eric Maxim Choupo-Moting,cm CMR,MF,Bayern Munich,de Bundesliga,34,1989,27,7,717,8.0,2,2,4,2,0,0,1,0,0.25,0.25,0.50,0.25,0.50,Matches,1673,cm CMR,MF,34,1989,8.0,2,26,12,46.2,3.26,1.51,0.08,0.17,0,0,Matches
1674,Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1674,pt POR,GK,24,1999,33.0,0,0,0,,0.00,0.00,,,0,0,Matches
1676,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26,1997,27,25,2153,23.9,15,1,16,11,4,4,2,0,0.63,0.04,0.67,0.46,0.50,Matches,1676,es ESP,FW,26,1997,23.9,15,47,27,57.4,1.96,1.13,0.32,0.56,4,4,Matches
1679,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25,1997,19,15,1197,13.3,0,3,3,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,Matches,1679,ma MAR,DF,25,1997,13.3,0,12,3,25.0,0.90,0.23,0.00,0.00,0,0,Matches
1680,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,27,1995,29,26,2210,24.6,5,0,5,5,0,0,6,1,0.20,0.00,0.20,0.20,0.20,Matches,1680,it ITA,MF,27,1995,24.6,5,49,18,36.7,2.00,0.73,0.10,0.28,0,0,Matches
1681,Pasquale Mazzocchi,it ITA,"MF,DF",Salernitana,it Serie A,28,1995,18,16,1272,14.1,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,1681,it ITA,"MF,DF",28,1995,14.1,0,8,1,12.5,0.57,0.07,0.00,0.00,0,0,Matches
1683,Kevin Mbabu,ch SUI,"DF,MF",Augsburg,de Bundesliga,28,1995,25,22,2047,22.7,0,2,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,1683,ch SUI,"DF,MF",28,1995,22.7,0,4,1,25.0,0.18,0.04,0.00,0.00,0,0,Matches
1686,Kylian Mbappé,fr FRA,FW,PSG,fr Ligue 1,24,1998,29,24,2158,24.0,27,7,34,21,6,8,4,0,1.13,0.29,1.42,0.88,1.17,Matches,1686,fr FRA,FW,24,1998,24.0,27,120,59,49.2,5.00,2.46,0.23,0.46,6,8,Matches
1689,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28,1994,25,25,2207,24.5,2,2,4,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,1689,cd COD,DF,28,1994,24.5,2,19,2,10.5,0.77,0.08,0.11,1.00,0,0,Matches
1691,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23,1999,25,22,1960,21.8,9,6,15,6,3,3,2,0,0.41,0.28,0.69,0.28,0.55,Matches,1691,cm CMR,FW,23,1999,21.8,9,53,20,37.7,2.43,0.92,0.17,0.45,3,3,Matches
1696,James Mcatee,eng ENG,"MF,FW",Sheffield United,eng Premier League,20,2002,30,20,1822,20.2,3,3,6,2,1,1,2,0,0.15,0.15,0.30,0.10,0.25,Matches,1696,eng ENG,"MF,FW",20,2002,20.2,3,26,9,34.6,1.28,0.44,0.12,0.33,1,1,Matches
1698,Oliver McBurnie,sct SCO,FW,Sheffield United,eng Premier League,27,1996,21,15,1280,14.2,6,3,9,4,2,2,7,2,0.42,0.21,0.63,0.28,0.49,Matches,1698,sct SCO,FW,27,1996,14.2,6,33,17,51.5,2.32,1.20,0.18,0.35,2,2,Matches
1700,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28,1994,35,35,2999,33.3,6,4,10,6,0,0,9,1,0.18,0.12,0.30,0.18,0.30,Matches,1700,sct SCO,MF,28,1994,33.3,6,40,16,40.0,1.20,0.48,0.15,0.38,0,0,Matches
1702,Weston McKennie,us USA,MF,Juventus,it Serie A,24,1998,34,29,2594,28.8,0,7,7,0,0,0,6,0,0.00,0.24,0.24,0.00,0.24,Matches,1702,us USA,MF,24,1998,28.8,0,23,7,30.4,0.80,0.24,0.00,0.00,0,0,Matches
1703,Dwight McNeil,eng ENG,MF,Everton,eng Premier League,23,1999,35,33,2892,32.1,3,6,9,3,0,0,2,0,0.09,0.19,0.28,0.09,0.28,Matches,1703,eng ENG,MF,23,1999,32.1,3,57,15,26.3,1.77,0.47,0.05,0.20,0,0,Matches
1704,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,26,1996,32,18,1901,21.1,7,1,8,7,0,0,2,0,0.33,0.05,0.38,0.33,0.38,Matches,1704,sct SCO,"MF,FW",26,1996,21.1,7,44,19,43.2,2.08,0.90,0.16,0.37,0,0,Matches
1705,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24,1999,31,30,2714,30.2,1,3,4,1,0,0,11,0,0.03,0.10,0.13,0.03,0.13,Matches,1705,ar ARG,DF,24,1999,30.2,1,21,12,57.1,0.70,0.40,0.05,0.08,0,0,Matches
1706,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33,1989,16,15,1272,14.1,2,0,2,2,0,0,1,1,0.14,0.00,0.14,0.14,0.14,Matches,1706,eng ENG,DF,33,1989,14.1,2,10,2,20.0,0.71,0.14,0.20,1.00,0,0,Matches
1707,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,25,1997,20,19,1482,16.5,3,2,5,3,0,0,3,0,0.18,0.12,0.30,0.18,0.30,Matches,1707,de GER,MF,25,1997,16.5,3,23,8,34.8,1.40,0.49,0.13,0.38,0,0,Matches
1708,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,21,2001,16,6,638,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1708,ci CIV,DF,21,2001,7.1,0,1,0,0.0,0.14,0.00,0.00,,0,0,Matches
1712,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,25,1997,26,15,1122,12.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1712,es ESP,"MF,FW",25,1997,12.5,0,6,2,33.3,0.48,0.16,0.00,0.00,0,0,Matches
1713,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,29,1994,28,10,1103,12.3,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches,1713,es ESP,"MF,FW",29,1994,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,0,0,Matches
1715,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,26,1996,33,23,1986,22.1,2,3,5,1,1,1,2,0,0.09,0.14,0.23,0.05,0.18,Matches,1715,br BRA,MF,26,1996,22.1,2,12,6,50.0,0.54,0.27,0.17,0.33,1,1,Matches
1716,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29,1994,23,9,893,9.9,5,1,6,5,0,0,2,0,0.50,0.10,0.60,0.50,0.60,Matches,1716,nl NED,FW,29,1994,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,0,0,Matches
1720,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,26,1997,32,27,2413,26.8,5,6,11,5,0,0,7,0,0.19,0.22,0.41,0.19,0.41,Matches,1720,es ESP,"MF,FW",26,1997,26.8,5,66,17,25.8,2.46,0.63,0.08,0.29,0,0,Matches
1721,Bruno Méndez,uy URU,DF,Granada,es La Liga,23,1999,17,15,1333,14.8,2,0,2,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,1721,uy URU,DF,23,1999,14.8,2,8,5,62.5,0.54,0.34,0.25,0.40,0,0,Matches
1725,Benjamin Mendy,fr FRA,"MF,DF",Lorient,fr Ligue 1,29,1994,15,7,711,7.9,2,1,3,2,0,0,3,0,0.25,0.13,0.38,0.25,0.38,Matches,1725,fr FRA,"MF,DF",29,1994,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,0,0,Matches
1726,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28,1995,23,21,1720,19.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1726,fr FRA,DF,28,1995,19.1,0,5,2,40.0,0.26,0.10,0.00,0.00,0,0,Matches
1727,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,22,2001,18,13,1256,14.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,1727,sn SEN,DF,22,2001,14.0,0,7,2,28.6,0.50,0.14,0.00,0.00,0,0,Matches
1728,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31,1992,16,13,1052,11.7,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,1728,sn SEN,MF,31,1992,11.7,0,7,2,28.6,0.60,0.17,0.00,0.00,0,0,Matches
1729,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21,2002,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,1729,eng ENG,DF,21,2002,27.4,1,11,4,36.4,0.40,0.15,0.09,0.25,0,0,Matches
1730,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25,1997,10,6,617,6.9,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,1730,wls WAL,DF,25,1997,6.9,0,1,1,100.0,0.15,0.15,0.00,0.00,0,0,Matches
1731,Jorge Meré,es ESP,DF,Cádiz,es La Liga,26,1997,10,8,673,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1731,es ESP,DF,26,1997,7.5,0,4,1,25.0,0.53,0.13,0.00,0.00,0,0,Matches
1732,Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,31,31,2773,30.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1732,it ITA,GK,26,1997,30.8,0,0,0,,0.00,0.00,,,0,0,Matches
1733,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27,1996,32,27,2482,27.6,5,3,8,5,0,0,10,0,0.18,0.11,0.29,0.18,0.29,Matches,1733,es ESP,MF,27,1996,27.6,5,30,11,36.7,1.09,0.40,0.17,0.45,0,0,Matches
1734,Quentin Merlin,fr FRA,"DF,MF",Marseille,fr Ligue 1,21,2002,10,8,703,7.8,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,1734,fr FRA,"DF,MF",21,2002,7.8,0,5,1,20.0,0.64,0.13,0.00,0.00,0,0,Matches
1735,Quentin Merlin,fr FRA,"MF,DF",Nantes,fr Ligue 1,21,2002,16,15,1283,14.3,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,1735,fr FRA,"MF,DF",21,2002,14.3,0,14,3,21.4,0.98,0.21,0.00,0.00,0,0,Matches
1736,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,32,1991,18,13,1053,11.7,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches,1736,br BRA,"MF,FW",32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,0,0,Matches
1737,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31,1991,8,7,586,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1737,be BEL,DF,31,1991,6.5,0,8,1,12.5,1.23,0.15,0.00,0.00,0,0,Matches
1739,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32,1991,8,7,695,7.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1739,de GER,GK,32,1991,7.7,0,0,0,,0.00,0.00,,,0,0,Matches
1742,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33,1990,22,5,583,6.5,2,1,3,1,1,2,2,0,0.31,0.15,0.46,0.15,0.31,Matches,1742,de GER,"FW,MF",33,1990,6.5,2,14,7,50.0,2.16,1.08,0.14,0.29,1,2,Matches
